Anim	ear	iddam	idsire	dam	sex	line	gen	bwt	fost_dam	wwt	sire	f_date	w_date	bleed_date	bleedage	wbc	rbc	hemoglobin	hematocrit	mcv	mch	mchc	rdw	platelet	mpv	neutrophil	lymphocyte	monocyte	eosinophil	basophil	unidentifiedcells	plateletsclumped	rfip	group	pen	diet	onagedev	weantobleed
208000103	103	107000406	107013002	406	3	2	8	2.9	.	15	13002	7/17/2011	8/11/2011	8/26/2011	40	19.01	5.85	9.1	31.2	53.3	15.6	29.2	24	642	9.3	11.46	6.58	0.59	0.11	0.02	0.25	Yes	.	.	.	.	.	15
208000104	104	107000406	107013002	406	3	2	8	2.9	.	12.5	13002	7/17/2011	8/11/2011	8/26/2011	40	22.27	6.08	9.6	32.4	53.3	15.9	29.8	19.1	545	10	14.43	6.86	0.51	0.09	0.02	0.36	Yes	0.468186371	55	2	2	96	15
208000105	105	107000406	107013002	406	3	2	8	2.5	.	14	13002	7/17/2011	8/11/2011	8/26/2011	40	18.12	6.24	10.3	34.2	54.8	16.5	30.2	18.7	479	9.2	11.25	5.87	0.82	0.11	0.02	0.05	Yes	1.008175025	55	1	1	96	15
208000106	106	107000406	107013002	406	2	2	8	2.1	.	11	13002	7/17/2011	8/11/2011	8/26/2011	40	15.4	6.17	10.2	33.6	54.3	16.5	30.4	20.1	576	9.8	8.72	5.62	0.63	0.12	0.02	0.29	No	1.128508867	55	1	1	96	15
208000107	107	107000406	107013002	406	2	2	8	2.9	.	12.5	13002	7/17/2011	8/11/2011	8/26/2011	40	14.32	6.26	10.6	35.5	56.6	16.9	29.8	20.1	499	10.1	4.25	8.75	0.73	0.44	0.04	0.1	Yes	.	.	.	.	.	15
208000110	110	107000406	107013002	406	2	2	8	3.1	.	13	13002	7/17/2011	8/11/2011	8/26/2011	40	15	6.3	10.1	34.1	54.1	16.1	29.7	18.3	617	9.9	3.77	10.26	0.59	0.12	0.06	0.21	Yes	.	.	.	.	.	15
208000201	201	107009711	107009502	9711	3	2	8	3.2	.	15	9502	7/17/2011	8/11/2011	8/26/2011	40	24.8	5.43	9.2	30.5	56.1	17	30.3	20.9	438	9.5	16.44	7.12	0.45	0.22	0.05	0.55	Yes	.	.	.	.	.	15
208000204	204	107009711	107009502	9711	3	2	8	3.3	.	16	9502	7/17/2011	8/11/2011	8/26/2011	40	20.16	5.73	10.3	33.5	58.4	18	30.8	18.5	625	9.5	13.12	6.47	0.2	0.1	0.02	0.24	Yes	.	.	.	.	.	15
208000207	207	107009711	107009502	9711	2	2	8	3.1	.	15	9502	7/17/2011	8/11/2011	8/26/2011	40	16.54	6.34	10.4	35.1	55.4	16.4	29.5	19.1	450	11.5	9.71	5.97	0.56	0.22	0.02	0.05	Yes	.	.	.	.	.	15
208000209	209	107009711	107009502	9711	2	2	8	3	.	13	9502	7/17/2011	8/11/2011	8/26/2011	40	17.69	5.72	9.6	32.9	57.6	16.7	29	19.3	579	10.6	7.02	8.67	1.61	0.23	0.07	0.09	Yes	0.259066604	55	2	2	96	15
208000210	210	107009711	107009502	9711	2	2	8	2.8	.	14.5	9502	7/17/2011	8/11/2011	8/26/2011	40	17.53	6.18	10.3	35	56.7	16.6	29.3	18.9	633	10.1	8.85	7.91	0.35	0.09	0.04	0.32	Yes	1.584104931	55	1	1	96	15
208000301	301	107017008	107015901	17008	3	1	8	3.7	.	14	15901	7/18/2011	8/11/2011	8/26/2011	39	12.12	6.62	10.5	34.7	52.4	15.8	30.2	21.9	694	8.3	6	5.37	0.42	0.16	0.02	0.15	Yes	-1.30665122	55	2	2	95	15
208000302	302	107017008	107015901	17008	3	1	8	3	.	13	15901	7/18/2011	8/11/2011	8/26/2011	39	11.1	6.46	10.1	32.8	50.7	15.6	30.8	21.7	836	9.2	6.58	3.91	0.23	0.13	0.01	0.24	Yes	-0.706597258	55	1	1	95	15
208000307	307	107017008	107015901	17008	3	1	8	2.4	.	12	15901	7/18/2011	8/11/2011	8/26/2011	39	19.23	6.69	10.4	34	50.9	15.6	30.6	22.8	807	8.6	10.77	7.67	0.29	0.13	0.02	0.33	Yes	.	.	.	.	.	15
208000310	310	107017008	107015901	17008	2	1	8	2.7	.	13	15901	7/18/2011	8/11/2011	8/26/2011	39	13.72	7.08	11.6	38.2	53.9	16.3	30.3	20.2	699	9.7	4.65	8.16	0.58	0.26	0.03	0.04	Yes	-0.748277609	55	1	1	95	15
208000311	311	107017008	107015901	17008	2	1	8	2.6	.	13	15901	7/18/2011	8/11/2011	8/26/2011	39	16.68	7.32	11.9	39.7	54.2	16.3	30	21.9	786	8.8	6.96	8.57	0.67	0.35	0.05	0.07	Yes	-1.599733248	55	2	2	95	15
208000312	312	107017008	107015901	17008	2	1	8	2.2	.	12	15901	7/18/2011	8/11/2011	8/26/2011	39	37.75	6.62	10.1	33.4	50.4	15.2	30.2	23.4	925	9.3	26.99	8.72	1.17	0.64	0.04	0.15	Yes	.	.	.	.	.	15
208000402	402	107013003	107000504	13003	3	2	8	2.8	.	14	504	7/18/2011	8/11/2011	8/26/2011	39	17.14	6.06	10.2	34.5	56.9	16.8	29.6	17	744	9.6	7.25	9.02	0.7	0.09	0.02	0.07	Yes	.	.	.	.	.	15
208000404	404	107013003	107000504	13003	3	2	8	2.4	.	13	504	7/18/2011	8/11/2011	8/26/2011	39	21.53	6.14	10.5	34.5	56.1	17.1	30.4	18.9	582	10.2	6.78	13.43	0.67	0.24	0.04	0.34	Yes	0.341151538	55	2	2	95	15
208000405	405	107013003	107000504	13003	3	2	8	2.3	.	13	504	7/18/2011	8/11/2011	8/26/2011	39	15.85	6.39	11.2	36	56.4	17.6	31.2	16.8	474	9.1	8.69	6.31	0.6	0.16	0.03	0.06	Yes	1.124534846	55	1	1	95	15
208000406	406	107013003	107000504	13003	2	2	8	3.4	.	15.5	504	7/18/2011	8/11/2011	8/26/2011	39	17.01	6.62	11.3	37.7	56.8	17.1	30.1	18.2	720	9.5	7.79	8.45	0.49	0.17	0.05	0.07	Yes	1.220042793	55	1	1	95	15
208000407	407	107013003	107000504	13003	2	2	8	2.8	.	13	504	7/18/2011	8/11/2011	8/26/2011	39	12.91	5.77	10	33.4	57.9	17.3	29.9	17.4	551	9.4	7.4	4.82	0.25	0.17	0.01	0.27	Yes	0.318317801	55	2	2	95	15
208000504	504	107011804	107010905	11804	3	1	8	3	.	12	10905	7/19/2011	8/11/2011	8/26/2011	38	18.53	6.11	10.5	34.1	55.9	17.2	30.8	16.5	513	10.8	11.49	6.15	0.37	0.13	0.02	0.37	Yes	-0.62226891	55	3	1	94	15
208000507	507	107011804	107010905	11804	3	1	8	2.3	.	9.5	10905	7/19/2011	8/11/2011	8/26/2011	38	27.25	5.91	11.4	36.2	61.3	19.2	31.3	15.7	566	10.4	19.1	7.06	0.55	0.22	0.03	0.3	No	-1.893292636	55	4	2	94	15
208000508	508	107011804	107010905	11804	2	1	8	3.7	.	14.5	10905	7/19/2011	8/11/2011	8/26/2011	38	13.1	6.6	10.4	34.5	52.2	15.7	30.2	18.4	861	9.3	5.52	6.79	0.38	0.17	0.03	0.21	Yes	.	.	.	.	.	15
208000510	510	107011804	107010905	11804	2	1	8	3.2	.	10	10905	7/19/2011	8/11/2011	8/26/2011	38	14.14	5.63	10.2	33.3	59.2	18.1	30.6	17.1	459	10.4	8.65	4.77	0.58	0.07	0.01	0.07	Yes	.	.	.	.	.	15
208000512	512	107011804	107010905	11804	2	1	8	2.7	.	10.5	10905	7/19/2011	8/11/2011	8/26/2011	38	26.78	6.18	10.4	34.2	55.3	16.8	30.5	18.1	716	10.1	15.05	10.52	0.56	0.13	0.05	0.46	No	.	.	.	.	.	15
208000602	602	107003408	107011403	3408	3	1	8	3	.	11.5	11403	7/20/2011	8/11/2011	8/26/2011	37	13.99	5.79	11	36.1	62.4	19	30.4	21.5	552	10.7	7.13	5.88	0.76	0.11	0.03	0.08	Yes	-0.275326208	55	3	1	93	15
208000605	605	107003408	107011403	3408	3	1	8	2.6	.	11.5	11403	7/20/2011	8/11/2011	8/26/2011	37	16.91	5.95	10.3	34.9	58.6	17.2	29.4	19.2	340	11.7	10.96	4.94	0.29	0.2	0.05	0.47	Yes	.	.	.	.	.	15
208000606	606	107003408	107011403	3408	3	1	8	2.6	.	10.5	11403	7/20/2011	8/11/2011	8/26/2011	37	17.22	5.34	10.3	34.3	64.2	19.2	30	19.1	524	10.5	11.02	5.2	0.57	0.1	0.05	0.28	Yes	-1.847713418	55	4	2	93	15
208000611	611	107003408	107011403	3408	2	1	8	2.8	.	12	11403	7/20/2011	8/11/2011	8/26/2011	37	9.78	5.8	9.2	30.9	53.3	15.9	29.8	23.8	320	13.2	5.77	3.06	0.79	0.13	0.01	0.03	Yes	.	.	.	.	.	15
208000612	612	107003408	107011403	3408	2	1	8	2.7	.	11	11403	7/20/2011	8/11/2011	8/26/2011	37	20.76	6.05	11.2	37.2	61.6	18.6	30.2	16.9	262	12.5	11.85	7.6	0.73	0.12	0.06	0.39	Yes	.	.	.	.	.	15
208000705	705	107015210	107013002	15210	3	2	8	3.3	.	15	13002	7/20/2011	8/11/2011	8/26/2011	37	19.38	5.72	9.2	31.9	55.7	16	28.7	21	588	9.3	11.53	6.94	0.31	0.23	0.02	0.35	Yes	1.10142657	55	1	1	93	15
208000706	706	107015210	107013002	15210	3	2	8	3.7	.	14.5	13002	7/20/2011	8/11/2011	8/26/2011	37	11.98	5.91	9.6	33	55.8	16.3	29.2	24.3	831	9	3.11	8.16	0.35	0.16	0.04	0.17	Yes	0.543297992	55	2	2	93	15
208000708	708	107015210	107013002	15210	3	2	8	2.9	.	12	13002	7/20/2011	8/11/2011	8/26/2011	37	14.49	4.94	8	26.3	53.4	16.1	30.2	22.6	670	8.5	7.26	6.38	0.62	0.12	0.03	0.1	Yes	.	.	.	.	.	15
208000709	709	107015210	107013002	15210	2	2	8	4	.	14.5	13002	7/20/2011	8/11/2011	8/26/2011	37	17.41	6.68	10.9	37.3	55.7	16.3	29.3	19.8	546	9.2	4.47	11.77	0.57	0.1	0.05	0.42	Yes	0.255837137	55	2	2	93	15
208000710	710	107015210	107013002	15210	2	2	8	4	.	14	13002	7/20/2011	8/11/2011	8/26/2011	37	12.39	5.64	9.3	31.1	55	16.5	29.9	18.7	598	10	5.45	6.26	0.2	0.2	0.02	0.26	Yes	1.039798981	55	1	1	93	15
208000802	802	107000506	107009502	506	3	2	8	3.7	.	15	9502	7/20/2011	8/11/2011	8/26/2011	37	23.43	5.39	7.6	27.7	51.4	14.1	27.4	27.3	984	9.1	9.37	12.56	0.77	0.23	0.05	0.45	Yes	0.13428993	55	4	2	93	15
208000803	803	107000506	107009502	506	3	2	8	2.7	.	13.5	9502	7/20/2011	8/11/2011	8/26/2011	37	13.15	5.65	8.3	28.9	51	14.6	28.7	29.6	462	7.7	6.58	5.76	0.49	0.16	0.01	0.17	Yes	1.589307143	55	3	1	93	15
208000804	804	107000506	107009502	506	3	2	8	2.8	.	15	9502	7/20/2011	8/11/2011	8/26/2011	37	20.36	6.37	10	34.7	54.4	15.8	29	24	840	8.8	10.73	8.12	1.12	0.26	0.02	0.08	Yes	.	.	.	.	.	15
208000807	807	107000506	107009502	506	2	2	8	3.6	.	14	9502	7/20/2011	8/11/2011	8/26/2011	37	13.46	5.17	9	30	58.1	17.3	29.9	23.4	681	9.6	7.5	4.28	0.5	0.9	0.01	0.27	Yes	1.335863924	55	3	1	93	15
208000809	809	107000506	107009502	506	2	2	8	3.2	.	16	9502	7/20/2011	8/11/2011	8/26/2011	37	25.3	6.3	9.6	33.9	53.8	15.2	28.2	21.4	595	9.3	14.14	9.06	1.14	0.76	0.05	0.15	Yes	0.023214826	55	4	2	93	15
208000811	811	107000506	107009502	506	2	2	8	2.6	.	12.5	9502	7/20/2011	8/11/2011	8/26/2011	37	15.16	5.21	9.5	32.3	62	18.3	29.5	24.4	611	9.1	7.14	7.03	0.42	0.29	0.03	0.24	Yes	.	.	.	.	.	15
208000901	901	107004304	107015901	4304	3	1	8	3.8	.	11	15901	7/20/2011	8/11/2011	8/26/2011	37	16.2	6.34	9.8	32	50.4	15.4	30.5	20.1	874	9	8.38	7.16	0.47	0.13	0.02	0.03	Yes	-0.587086684	55	1	1	93	15
208000902	902	107004304	107015901	4304	3	1	8	3.5	.	13	15901	7/20/2011	8/11/2011	8/26/2011	37	15.75	7.42	10.3	35.1	47.3	13.9	29.5	23.1	651	9.5	7.51	7.39	0.46	0.19	0.02	0.17	Yes	.	.	.	.	.	15
208000903	903	107004304	107015901	4304	3	1	8	3.3	.	14	15901	7/20/2011	8/11/2011	8/26/2011	37	13.51	6.92	9.3	31.4	45.3	13.4	29.5	26.1	902	9.2	6.32	6.21	0.28	0.45	0.01	0.23	Yes	-1.324862505	55	2	2	93	15
208000909	909	107004304	107015901	4304	2	1	8	3	.	10	15901	7/20/2011	8/11/2011	8/26/2011	37	17.14	6.99	11.9	39	55.8	17	30.5	20.1	434	11	7.88	7.52	0.62	0.82	0.03	0.24	Yes	.	.	.	.	.	15
208001002	1002	107013504	107001802	13504	3	2	8	3	.	14	1802	7/20/2011	8/11/2011	8/26/2011	37	14.88	5.77	8.4	28.8	50	14.5	29.1	24	866	13.6	4.91	9.15	0.37	0.18	0.03	0.24	Yes	1.57161968	55	3	1	93	15
208001004	1004	107013504	107001802	13504	3	2	8	2.8	.	12	1802	7/20/2011	8/11/2011	8/26/2011	37	15.16	6.04	10.5	34.4	57.1	17.4	30.4	16.8	836	10.3	7.19	7.17	0.47	0.09	0.02	0.23	Yes	0.05838165	55	4	2	93	15
208001005	1005	107013504	107001802	13504	2	2	8	3.1	.	14	1802	7/20/2011	8/11/2011	8/26/2011	37	16.44	6.61	11	36.3	55	16.6	30.2	20.6	586	11.1	4.44	11.38	0.46	0.08	0.03	0.05	Yes	.	.	.	.	.	15
208001006	1006	107013504	107001802	13504	2	2	8	3	.	14	1802	7/20/2011	8/11/2011	8/26/2011	37	24.33	6.08	10.6	36.6	60.2	17.4	28.9	18.5	531	11.9	12.07	11.07	0.71	0.15	0.07	0.29	Yes	0.260951837	55	4	2	93	15
208001102	1102	107002509	107013502	2509	3	2	8	3.3	.	12	13502	7/20/2011	8/11/2011	8/26/2011	37	19.92	7.06	11.2	34.4	48.7	15.8	32.5	18.7	573	9.8	9.28	9.32	0.74	0.48	0.04	0.08	Yes	0.177100555	55	4	2	93	15
208001104	1104	107002509	107013502	2509	3	2	8	2.9	.	8	13502	7/20/2011	8/11/2011	8/26/2011	37	15.64	6.15	10.9	35.1	57	17.7	31	16	733	8.5	8.63	5.82	1	0.11	0.02	0.05	Yes	1.676567952	55	3	1	93	15
208001105	1105	107002509	107013502	2509	3	2	8	2.6	.	9	13502	7/20/2011	8/11/2011	8/26/2011	37	15.18	6.58	10.6	34.7	52.8	16.1	30.6	19.7	728	9.2	6.88	7.32	0.58	0.11	0.03	0.27	Yes	.	.	.	.	.	15
208001107	1107	107002509	107013502	2509	2	2	8	3.3	.	9	13502	7/20/2011	8/11/2011	8/26/2011	37	15.71	6.03	9.8	32.3	53.6	16.2	30.3	15.7	531	10.5	7.24	7.37	0.61	0.25	0.03	0.2	Yes	.	.	.	.	.	15
208001110	1110	107002509	107013502	2509	2	2	8	2.9	.	10	13502	7/20/2011	8/11/2011	8/26/2011	37	17.88	6.47	10.9	34.4	53.2	16.9	31.8	14.9	470	11.2	6.2	10.57	0.75	0.25	0.05	0.07	Yes	.	.	.	.	.	15
208001111	1111	107002509	107013502	2509	2	2	8	2.7	.	10	13502	7/20/2011	8/11/2011	8/26/2011	37	21.59	5.84	9.4	30	51.4	16.1	31.4	18	701	11.2	7.1	12.98	1.06	0.3	0.04	0.09	Yes	.	.	.	.	.	15
208001202	1202	107016907	107003401	16907	3	1	8	3.1	.	12	3401	7/20/2011	8/11/2011	8/26/2011	37	19.11	5.97	10.8	35.6	59.7	18.2	30.4	22	643	9.1	5.54	12.86	0.27	0.25	0.02	0.15	Yes	.	.	.	.	.	15
208001204	1204	107016907	107003401	16907	3	1	8	2.7	.	12	3401	7/20/2011	8/11/2011	8/26/2011	37	26.81	6.19	11.5	36.3	58.6	18.6	31.8	17	371	10.8	8.18	17.27	0.62	0.38	0.05	0.35	Yes	-0.585037076	55	1	1	93	15
208001205	1205	107016907	107003401	16907	3	1	8	2.3	.	11	3401	7/20/2011	8/11/2011	8/26/2011	37	12.33	5.48	10.6	35.1	64	19.4	30.3	19.8	429	11.1	6.79	4.77	0.38	0.17	0.02	0.21	Yes	.	.	.	.	.	15
208001209	1209	107016907	107003401	16907	2	1	8	2.8	.	9	3401	7/20/2011	8/11/2011	8/26/2011	37	10.65	5.81	10.6	34.9	60	18.2	30.3	16.2	388	10.8	5.25	4.91	0.27	0.09	0.02	0.12	Yes	-0.697081696	55	1	1	93	15
208001212	1212	107016907	107003401	16907	2	1	8	2.3	.	11	3401	7/20/2011	8/11/2011	8/26/2011	37	13.43	5.83	10.5	35.4	60.6	17.9	29.5	17.5	582	11	5.21	7.39	0.54	0.13	0.03	0.13	Yes	-1.501118829	55	2	2	93	15
208001403	1403	107010913	107017001	10913	3	1	8	2.6	.	11	17001	7/21/2011	8/11/2011	8/26/2011	36	9.71	5.88	9.7	31.8	54.2	16.5	30.5	24.7	286	11.6	6.89	1.75	0.36	0.48	0	0.23	Yes	-0.777924004	55	1	1	92	15
208001404	1404	107010913	107017001	10913	3	1	8	2.6	.	13	17001	7/21/2011	8/11/2011	8/26/2011	36	12.82	6.27	8.9	30.1	48.1	14.2	29.6	27.1	738	9.5	6.97	4.99	0.67	0.13	0.01	0.06	Yes	.	.	.	.	.	15
208001407	1407	107010913	107017001	10913	3	1	8	2.8	.	12	17001	7/21/2011	8/11/2011	8/26/2011	36	8.19	5.95	9.9	33	55.4	16.6	30	22.1	660	9.1	3.84	3.96	0.25	0.08	0.01	0.06	No	-1.404474129	55	2	2	92	15
208001410	1410	107010913	107017001	10913	2	1	8	2.8	.	13	17001	7/21/2011	8/11/2011	8/26/2011	36	13.34	6.84	10.9	36.5	53.4	16	30	22.8	496	10.1	5.52	7.11	0.43	0.23	0.03	0.04	Yes	-1.68919082	55	2	2	92	15
208001411	1411	107010913	107017001	10913	2	1	8	3.1	.	13	17001	7/21/2011	8/11/2011	8/26/2011	36	8.9	6.79	12	38.5	56.6	17.6	31.1	18	549	9.5	2.57	5.89	0.24	0.05	0.02	0.12	Yes	-0.731322536	55	1	1	92	15
208001414	1414	107010913	107017001	10913	2	1	8	3	.	13	17001	7/21/2011	8/11/2011	8/26/2011	36	13.49	6.23	10.1	33.2	53.3	16.2	30.5	22.9	585	10.8	7.68	5.15	0.45	0.12	0.03	0.07	Yes	.	.	.	.	.	15
208001502	1502	107009713	107001802	9713	3	2	8	3.7	.	13	1802	7/21/2011	8/11/2011	8/26/2011	36	20.85	6.03	10.1	33.5	55.6	16.8	30.2	15.9	402	10.6	11.7	7.78	0.54	0.58	0.02	0.21	Yes	.	.	.	.	.	15
208001504	1504	107009713	107001802	9713	3	2	8	2.7	.	13	1802	7/21/2011	8/11/2011	8/26/2011	36	21.37	6.24	9.1	30	48.2	14.6	30.2	22.7	811	12.2	10.43	10.07	0.51	0.24	0.02	0.09	Yes	.	.	.	.	.	15
208001505	1505	107009713	107001802	9713	2	2	8	2.8	.	13	1802	7/21/2011	8/11/2011	8/26/2011	36	19.97	6.04	8.5	31	51.4	14.1	27.5	19.9	272	11	11.24	7.67	0.72	0.24	0.02	0.06	Yes	0.275876942	55	4	2	92	15
208001506	1506	107009713	107001802	9713	3	2	8	2.7	.	12	1802	7/21/2011	8/11/2011	8/26/2011	36	12.28	5.61	9.9	30.2	53.8	17.7	32.9	20.2	171	12	4.4	7.29	0.36	0.1	0.01	0.12	Yes	.	.	.	.	.	15
208001507	1507	107009713	107001802	9713	2	2	8	3.3	.	12	1802	7/21/2011	8/11/2011	8/26/2011	36	11.57	5.37	10.5	30	55.8	19.6	35	17.2	729	11.8	5.02	5.81	0.34	0.31	0.01	0.07	Yes	.	.	.	.	.	15
208001508	1508	107009713	107001802	9713	2	2	8	3.1	.	11	1802	7/21/2011	8/11/2011	8/26/2011	36	23.25	6.6	11.7	36.9	55.9	17.7	31.6	17.5	794	12.7	12.83	9.42	0.72	0.16	0.05	0.09	Yes	.	.	.	.	.	15
208001605	1605	107000108	107013002	108	3	2	8	2.3	.	16	13002	7/21/2011	8/15/2011	8/26/2011	36	16.09	7.26	9.6	32.3	44.5	13.2	29.6	23.3	469	12.1	9.41	5.89	0.53	0.18	0.03	0.05	Yes	.	.	.	.	.	11
208001606	1606	107000108	107013002	108	3	2	8	1.7	.	12	13002	7/21/2011	8/15/2011	8/26/2011	36	9.25	5.8	10.4	33.6	57.9	18	31.1	19	100	13	5.61	3.1	0.16	0.25	0.01	0.13	Yes	0.179463943	55	4	2	92	11
208001608	1608	107000108	107013002	108	3	2	8	1.6	.	13	13002	7/21/2011	8/15/2011	8/26/2011	36	14.66	6.7	10	33.6	50.1	15	29.9	22.8	209	13.3	7.61	6.26	0.22	0.43	0.01	0.13	Yes	1.411345073	55	3	1	92	11
208001611	1611	107000108	107013002	108	2	2	8	2	.	12	13002	7/21/2011	8/15/2011	8/26/2011	36	11.82	6.73	10.7	35.3	52.4	15.9	30.3	19.3	323	10.3	4.81	6.49	0.25	0.17	0.02	0.08	Yes	.	.	.	.	.	11
208001612	1612	107000108	107013002	108	2	2	8	1.6	.	6	13002	7/21/2011	8/15/2011	8/26/2011	36	18.13	5.88	10.6	34.5	58.6	18.1	30.8	14.7	254	12.6	12.8	4.57	0.16	0.16	0.02	0.4	Yes	.	.	.	.	.	11
208001701	1701	107011907	107013502	11907	3	2	8	2.8	.	17	13502	7/21/2011	8/15/2011	8/26/2011	36	8.98	6.39	8	27.1	42.4	12.5	29.6	28	292	8.5	3.52	4.77	0.22	0.4	0.01	0.04	Yes	0.733436132	55	5	1	92	11
208001704	1704	107011907	107013502	11907	3	2	8	2.8	.	16	13502	7/21/2011	8/15/2011	8/26/2011	36	10.47	7.59	10	34.8	45.9	13.2	28.7	25	521	7.5	3.46	5.83	0.45	0.69	0.02	0.03	Yes	0.39419039	55	6	2	92	11
208001706	1706	107011907	107013502	11907	3	2	8	2.5	.	15	13502	7/21/2011	8/15/2011	8/26/2011	36	14.05	6.72	9.1	30	44.6	13.6	30.4	25.6	448	7.9	7.83	4.86	0.51	0.79	0.01	0.04	Yes	.	.	.	.	.	11
208001709	1709	107011907	107013502	11907	2	2	8	2.9	.	16	13502	7/21/2011	8/15/2011	8/26/2011	36	8.91	6.9	9.9	35.7	51.8	14.4	27.8	27.2	290	8.1	3.31	4.61	0.34	0.52	0.02	0.11	Yes	0.813767941	55	5	1	92	11
208001801	1801	107015705	107010905	15705	3	1	8	3.2	.	17	10905	7/22/2011	8/15/2011	8/30/2011	39	11.01	7.65	10.5	36.9	48.2	13.8	28.5	25.4	775	7.1	5.23	5.34	0.2	0.14	0.01	0.09	Yes	-1.77032831	55	4	2	91	15
208001802	1802	107015705	107010905	15705	3	1	8	3.1	.	17	10905	7/22/2011	8/15/2011	8/30/2011	39	9.79	6.99	10.5	34.2	48.9	15.1	30.8	24.4	706	9.2	2.66	6.46	0.28	0.22	0.03	0.13	Yes	-0.538554094	55	3	1	91	15
208001806	1806	107015705	107010905	15705	3	1	8	2.2	.	14	10905	7/22/2011	8/15/2011	8/30/2011	39	12.72	6.3	9.8	33	52.3	15.6	29.9	24	646	9.5	5.22	6.87	0.34	0.13	0.03	0.14	Yes	.	.	.	.	.	15
208001807	1807	107015705	107010905	15705	2	1	8	2.6	.	17	10905	7/22/2011	8/15/2011	8/30/2011	39	12.05	7.58	9.9	34.7	45.8	13.1	28.7	27.9	594	7.4	5.98	5.36	0.34	0.13	0.04	0.2	Yes	-0.730161037	55	3	1	91	15
208001808	1808	107015705	107010905	15705	2	1	8	1.9	.	12	10905	7/22/2011	8/15/2011	8/30/2011	39	9.86	6.42	9.1	30.7	47.8	14.2	29.7	27.3	861	9.6	5.93	3.44	0.24	0.15	0.01	0.09	Yes	.	.	.	.	.	15
208001809	1809	107015705	107010905	15705	2	1	8	2.1	.	14	10905	7/22/2011	8/15/2011	8/30/2011	39	11.5	6.92	10.4	35.8	51.8	15	28.9	23.9	949	9.3	5.64	5.31	0.21	0.09	0.02	0.22	Yes	.	.	.	.	.	15
208001903	1903	107016410	107000303	16410	2	1	8	2.9	.	14	303	7/22/2011	8/15/2011	8/30/2011	39	18.29	5.8	10	33.7	58	17.2	29.6	20	857	8.2	8.08	9.27	0.48	0.24	0.02	0.18	Yes	-1.883082559	55	4	2	91	15
208001906	1906	107016410	107000303	16410	2	1	8	2.4	.	16	303	7/22/2011	8/15/2011	8/30/2011	39	11.06	6.76	10.5	36.1	53.4	15.6	29.2	27.5	928	9.8	3.92	6.4	0.35	0.15	0.01	0.22	Yes	-0.541833792	55	3	1	91	15
208002101	2101	107014907	107001601	14907	3	2	8	3.9	.	15	1601	7/22/2011	8/15/2011	8/30/2011	39	18.68	6.15	10.5	35.1	57.1	17.1	30	15.7	601	9.2	7.62	10.16	0.54	0.26	0.04	0.06	Yes	0.361061384	55	6	2	91	15
208002102	2102	107014907	107001601	14907	3	2	8	2.9	.	16	1601	7/22/2011	8/15/2011	8/30/2011	39	16.57	5.44	9.5	32.9	60.5	17.5	28.9	16.3	812	8.9	8.45	7.41	0.5	0.13	0.02	0.07	Yes	0.509668145	55	5	1	91	15
208002103	2103	107014907	107001601	14907	3	2	8	3.1	.	12	1601	7/22/2011	8/15/2011	8/30/2011	39	24.73	5.26	8.4	28.8	54.8	16	29.2	16.1	855	9.2	18.77	3.81	1.53	0.47	0.07	0.07	Yes	.	.	.	.	.	15
208002104	2104	107014907	107001601	14907	2	2	8	3.4	.	15	1601	7/22/2011	8/15/2011	8/30/2011	39	15.25	5.7	9.2	31.2	54.7	16.1	29.5	14.6	507	9.1	3.93	9.29	1.46	0.38	0.05	0.11	No	.	.	.	.	.	15
208002105	2105	107014907	107001601	14907	2	2	8	3.4	.	15	1601	7/22/2011	8/15/2011	8/30/2011	39	11.43	5.67	9.8	33.3	58.7	17.3	29.5	14.7	829	8.7	4.26	6.24	0.53	0.1	0.03	0.26	Yes	-0.757972215	55	6	2	91	15
208002107	2107	107014907	107001601	14907	2	2	8	3	.	15	1601	7/22/2011	8/15/2011	8/30/2011	39	15.95	6.23	10.6	35	56.1	17	30.2	14.7	665	9.4	6.78	7.83	0.8	0.4	0.06	0.08	Yes	1.036284409	55	5	1	91	15
208002203	2203	107016906	107003401	16906	3	1	8	2.8	.	9	3401	7/22/2011	8/15/2011	8/30/2011	39	11.69	4.76	9.6	31.1	65.3	20.2	31	19.4	634	11.2	5.14	5.75	0.61	0.13	0.02	0.02	Yes	0.030268787	55	7	1	91	15
208002204	2204	107016906	107003401	16906	3	1	8	2.6	.	5	3401	7/22/2011	8/15/2011	8/30/2011	39	8.29	5.15	9.9	33.3	64.6	19.2	29.6	18.1	810	8.9	4.93	2.7	0.52	0.06	0.02	0.07	Yes	.	.	.	.	.	15
208002209	2209	107016906	107003401	16906	3	1	8	1.7	.	10	3401	7/22/2011	8/15/2011	8/30/2011	39	11.2	5.49	10.3	33.9	61.8	18.7	30.2	16.3	693	9.1	5.51	5.03	0.37	0.07	0.03	0.19	Yes	-2.501116508	55	8	2	91	15
208002211	2211	107016906	107003401	16906	2	1	8	2.5	16410	10	3401	7/22/2011	8/15/2011	8/30/2011	39	12.66	4.9	9.9	33.4	68	20.1	29.5	19.5	622	9.4	5	6.67	0.78	0.09	0.03	0.08	Yes	-0.45902602	55	3	1	91	15
