Anim	ear	iddam	idsire	dam	sex	line	gen	bwt	fost_dam	wwt	sire	f_date	w_date	bleed_date	bleedage	wbc	rbc	hemoglobin	hematocrit	mcv	mch	mchc	rdw	platelet	mpv	neutrophil	lymphocyte	monocyte	eosinophil	basophil	unidentifiedcells	plateletsclumped	rfip	group	pen	diet	onagedev	weantobleed
209004003	4003	108008108	108007603	8108	3	2	9	2.3	.	11	7603	11/13/2012	12/6/2012	12/27/2012	44	17.09	5.86	10	33.2	56.6	17.1	30.1	21	401	9.7	3.54	11.76	0.89	0.41	0.09	0.39	Yes	1.142372593	63	2	1	114	21
209004004	4004	108008108	108007603	8108	2	2	9	2.8	.	12	7603	11/13/2012	12/6/2012	12/27/2012	44	20.34	5.27	8.7	28	53.2	16.4	30.9	30.6	642	11	5.39	13.2	0.94	0.33	0.14	0.35	Yes	.	.	.	.	.	21
209004005	4005	108008108	108007603	8108	2	2	9	2.8	.	12	7603	11/13/2012	12/6/2012	12/27/2012	44	14.34	6.46	9.9	33.1	51.2	15.3	29.8	21.8	710	10.1	6.42	6.81	0.6	0.2	0.04	0.26	No	.	.	.	.	.	21
209004006	4006	108008108	108007603	8108	2	2	9	2.7	.	11	7603	11/13/2012	12/6/2012	12/27/2012	44	19.07	6.01	9.9	33.2	55.3	16.5	29.8	25.1	436	10.9	3.78	13.71	1.13	0.27	0.11	0.06	Yes	-0.283551864	63	11	2	114	21
209004007	4007	108008108	108007603	8108	2	2	9	3.1	.	11	7603	11/13/2012	12/6/2012	12/27/2012	44	15.52	6.41	10.2	33.9	52.9	15.9	30	24.7	822	9.1	2.79	11.21	1.09	0.33	0.05	0.06	Yes	1.185326067	63	2	1	114	21
209004008	4008	108008108	108007603	8108	2	2	9	3.2	.	12	7603	11/13/2012	12/6/2012	12/27/2012	44	14.72	5.79	9.1	29.8	51.5	15.7	30.5	30	650	9.1	4.83	8.41	0.97	0.29	0.16	0.06	No	.	.	.	.	.	21
209004101	4101	108004409	108005907	4409	3	1	9	3.4	.	16	5907	11/14/2012	12/6/2012	12/27/2012	43	17.56	6.51	10.5	33.7	51.8	16.1	31.2	21.5	669	10.1	9.38	7.32	0.3	0.35	0.02	0.18	Yes	.	.	.	.	.	21
209004102	4102	108004409	108005907	4409	3	1	9	3.3	.	17	5907	11/14/2012	12/6/2012	12/27/2012	43	19.91	5.99	10.5	31.8	53.1	17.6	33.1	22.3	387	11.3	8.88	9.52	0.9	0.38	0.04	0.2	Yes	-0.742849884	63	2	1	113	21
209004103	4103	108004409	108005907	4409	3	1	9	3.5	.	18	5907	11/14/2012	12/6/2012	12/27/2012	43	17.51	6.6	11.5	34.2	51.9	17.4	33.6	20.2	58	8	5.32	10.3	0.88	0.75	0.07	0.21	Yes	-1.929363416	63	11	2	113	21
209004105	4105	108004409	108005907	4409	3	1	9	3	.	16	5907	11/14/2012	12/6/2012	12/27/2012	43	14.37	6.16	10.3	32.1	52.1	16.7	32	25.5	100	9.3	6.84	6.18	0.52	0.7	0.01	0.13	Yes	-0.61381795	63	5	1	113	21
209004107	4107	108004409	108005907	4409	3	1	9	3	.	17	5907	11/14/2012	12/6/2012	12/27/2012	43	20.74	6.66	10.9	35	52.6	16.3	31	21.5	745	10	11.43	8.34	0.48	0.31	0.06	0.1	No	-1.874125214	63	4	2	113	21
209004110	4110	108004409	108005907	4409	2	1	9	3	.	15	5907	11/14/2012	12/6/2012	12/27/2012	43	12.09	6.12	10.1	32	52.3	16.5	31.5	22.7	381	11.7	5.59	5.66	0.44	0.36	0.02	0.04	Yes	-0.93490042	63	5	1	113	21
209004111	4111	108004409	108005907	4409	2	1	9	2.8	.	16	5907	11/14/2012	12/6/2012	12/27/2012	43	9.19	6.01	10.3	31.9	53	17.2	32.4	21.3	341	12.5	2.73	5.73	0.35	0.22	0.04	0.13	Yes	-2.287018241	63	4	2	113	21
209004201	4201	108009011	108000605	9011	3	1	9	3.5	.	14	605	11/14/2012	12/6/2012	12/27/2012	43	8.59	6.24	10.8	34.7	55.6	17.3	31.2	21.8	504	10.2	3.01	5.15	0.19	0.12	0.02	0.1	No	-0.883628249	63	5	1	113	21
209004202	4202	108009011	108000605	9011	3	1	9	3.3	.	12	605	11/14/2012	12/6/2012	12/27/2012	43	6.75	5.83	10.7	34.9	59.9	18.3	30.5	20.2	440	10.4	3.25	3.25	0.07	0.13	0.01	0.05	No	-2.482549856	63	4	2	113	21
209004203	4203	108009011	108000605	9011	2	1	9	3.4	.	13	605	11/14/2012	12/6/2012	12/27/2012	43	11.96	5.94	10.7	33.8	57	18	31.5	18.6	421	9.2	3.64	7.21	0.35	0.56	0.04	0.17	No	.	.	.	.	.	21
209004206	4206	108009011	108000605	9011	3	1	9	2.9	.	12	605	11/14/2012	12/6/2012	12/27/2012	43	10.34	5.93	9.9	32.8	55.4	16.7	30.2	20.4	362	8.5	3.18	6.15	0.52	0.42	0.04	0.04	Yes	.	.	.	.	.	21
209004208	4208	108009011	108000605	9011	2	1	9	3.3	.	13	605	11/14/2012	12/6/2012	12/27/2012	43	9.02	6.61	10.7	34.5	52.2	16.2	31	17.6	269	10.3	2.89	5.22	0.42	0.28	0.02	0.19	Yes	-0.954841491	63	2	1	113	21
209004209	4209	108009011	108000605	9011	2	1	9	3	.	12	605	11/14/2012	12/6/2012	12/27/2012	43	18.42	5.84	10.5	33	56.5	17.9	31.7	18.3	450	9.7	7.52	9.6	0.5	0.41	0.07	0.33	Yes	-1.779289562	63	11	2	113	21
209004210	4210	108009011	108000605	9011	2	1	9	3.4	.	13	605	11/14/2012	12/6/2012	12/27/2012	43	12.28	6	10.6	33.3	55.4	17.6	31.7	22.3	511	9.1	6.98	4.67	0.37	0.16	0.01	0.09	Yes	-0.972664249	63	5	1	113	21
209004213	4213	108009011	108000605	9011	2	1	9	3	.	12	605	11/14/2012	12/6/2012	12/27/2012	43	9.46	6.08	9.6	33.3	54.8	15.9	29	25.7	396	9.9	3.98	4.85	0.24	0.12	0.05	0.21	Yes	-2.353162688	63	4	2	113	21
209004301	4301	108000407	108008901	407	3	2	9	2.6	.	16	8901	11/14/2012	12/13/2012	12/27/2012	43	14.43	6.14	10.3	33	53.8	16.7	31	24.5	525	10.4	5.22	7.97	0.49	0.43	0.06	0.25	Yes	0.279120017	63	8	2	113	14
209004302	4302	108000407	108008901	407	2	2	9	3.4	.	18	8901	11/14/2012	12/13/2012	12/27/2012	43	16.51	6.46	11	35.1	54.3	17	31.3	19.4	596	10.4	4.08	11.16	0.54	0.54	0.05	0.13	Yes	0.01874052	63	8	2	113	14
209004303	4303	108000407	108008901	407	2	2	9	3.1	.	16	8901	11/14/2012	12/13/2012	12/27/2012	43	23.83	6.27	9.8	33.1	52.7	15.6	29.5	19.1	467	11.3	6.7	14.89	1.31	0.79	0.05	0.07	Yes	0.289243751	63	11	2	113	14
209004304	4304	108000407	108008901	407	2	2	9	2.9	.	15	8901	11/14/2012	12/13/2012	12/27/2012	43	12.11	6.41	10.2	33.3	51.9	15.9	30.7	22	121	14.8	3.37	7.29	0.63	0.61	0.02	0.18	Yes	1.009666405	63	2	1	113	14
209004401	4401	108002007	108000605	2007	3	1	9	3.4	.	16	605	11/15/2012	12/13/2012	12/27/2012	42	14.9	6.19	10.8	34.1	55.1	17.5	31.8	20.2	605	10.5	5.68	8.36	0.48	0.21	0.03	0.15	Yes	.	.	.	.	.	14
209004402	4402	108002007	108000605	2007	3	1	9	3.3	.	17	605	11/15/2012	12/13/2012	12/27/2012	42	15.23	6.5	10.8	35.1	54	16.6	30.7	20.1	608	10.2	3.93	10.33	0.29	0.4	0.05	0.26	Yes	-0.738314478	63	5	1	112	14
209004405	4405	108002007	108000605	2007	3	1	9	3.3	.	17	605	11/15/2012	12/13/2012	12/27/2012	42	16.67	6.19	10.2	33.5	54.1	16.4	30.4	23.7	733	9.7	7.08	8.49	0.57	0.4	0.03	0.12	Yes	-2.366821533	63	4	2	112	14
209004406	4406	108002007	108000605	2007	2	1	9	3.4	.	14	605	11/15/2012	12/13/2012	12/27/2012	42	14.37	5.6	9.7	31.8	56.9	17.3	30.4	19.1	634	9.5	5.43	7.72	0.57	0.52	0.03	0.1	Yes	-1.047327611	63	5	1	112	14
209004407	4407	108002007	108000605	2007	2	1	9	3.3	.	14	605	11/15/2012	12/13/2012	12/27/2012	42	17.37	5.08	9.4	30.4	59.8	18.6	31	17.8	701	10.1	6.57	9.36	0.69	0.5	0.05	0.17	Yes	.	.	.	.	.	14
209004408	4408	108002007	108000605	2007	2	1	9	3	.	15	605	11/15/2012	12/13/2012	12/27/2012	42	14.95	6.52	10.4	33.8	51.9	15.9	30.6	25.3	316	11.9	6.35	7.42	0.45	0.61	0.01	0.09	Yes	.	.	.	.	.	14
209004410	4410	108002007	108000605	2007	2	1	9	2.9	.	17	605	11/15/2012	12/13/2012	12/27/2012	42	19.06	6.62	9.6	32.6	49.2	14.5	29.4	26.4	751	10.2	10.18	8.01	0.5	0.25	0.02	0.1	No	-2.388575807	63	4	2	112	14
209004411	4411	108002007	108000605	2007	2	1	9	2.8	.	15	605	11/15/2012	12/13/2012	12/27/2012	42	12.51	6.51	10.7	34.8	53.4	16.4	30.7	18.1	786	10.2	5.09	6.78	0.2	0.21	0.03	0.2	No	.	.	.	.	.	14
209004501	4501	108004307	108005203	4307	3	2	9	3.4	.	15	5203	11/18/2012	12/13/2012	12/27/2012	39	18.78	6.39	9.1	30.9	48.4	14.2	29.4	25.9	429	11.1	6.01	11.51	0.73	0.3	0.06	0.17	No	0.850286208	63	10	1	109	14
209004502	4502	108004307	108005203	4307	3	2	9	2.9	.	15	5203	11/18/2012	12/13/2012	12/27/2012	39	15.79	6.78	7.9	28.4	41.9	11.6	27.6	27.6	887	7.7	4.37	10.5	0.6	0.24	0.05	0.03	Yes	-0.478771668	63	11	2	109	14
209004503	4503	108004307	108005203	4307	3	2	9	2	.	14	5203	11/18/2012	12/13/2012	12/27/2012	39	12.55	6.18	7.9	28.2	45.6	12.7	27.9	28	389	8.6	4.58	6.81	0.56	0.48	0.03	0.1	Yes	0.897730682	63	2	1	109	14
209004504	4504	108004307	108005203	4307	2	2	9	2.7	.	14	5203	11/18/2012	12/13/2012	12/27/2012	39	18.61	6.46	8.6	29.6	45.9	13.4	29.2	25.9	269	8.5	10.18	6.98	0.65	0.63	0.06	0.11	Yes	.	.	.	.	.	14
209004505	4505	108004307	108005203	4307	2	2	9	2.9	.	16	5203	11/18/2012	12/13/2012	12/27/2012	39	12.71	5.79	7.6	27.1	46.8	13.1	27.9	26.4	213	9.1	6.88	4.6	0.43	0.67	0.01	0.09	Yes	-0.144666842	63	11	2	109	14
209004506	4506	108004307	108005203	4307	2	2	9	2.8	.	16	5203	11/18/2012	12/13/2012	12/27/2012	39	15.84	6.19	8.5	29.2	47.2	13.7	29.1	27	880	10.3	6.35	8.46	0.59	0.29	0.03	0.13	Yes	1.085140309	63	5	1	109	14
209004601	4601	108004608	108010101	4608	3	2	9	3.3	.	16	10101	11/19/2012	12/13/2012	12/27/2012	38	13.43	6.93	9	31.3	45.2	13	28.8	26.8	825	7.9	4.69	7.59	0.54	0.46	0.03	0.15	Yes	0.817120445	63	5	1	108	14
209004602	4602	108004608	108010101	4608	3	2	9	2.9	.	16	10101	11/19/2012	12/13/2012	12/27/2012	38	20	6.3	8.5	29.8	47.3	13.5	28.5	27.6	666	8.3	10.4	8.52	0.62	0.26	0.04	0.18	Yes	.	.	.	.	.	14
209004603	4603	108004608	108010101	4608	3	2	9	3.1	.	16	10101	11/19/2012	12/13/2012	12/27/2012	38	12.52	7.07	9.1	32.8	46.4	12.9	27.8	24.7	594	8.2	7.24	4.7	0.28	0.18	0.01	0.13	No	0.967169278	63	12	1	108	14
209004604	4604	108004608	108010101	4608	3	2	9	2.1	.	12	10101	11/19/2012	12/13/2012	12/27/2012	38	20.01	6.14	7.7	28.4	46.2	12.6	27.2	27.1	835	8.4	10.33	8.42	0.68	0.46	0.02	0.1	Yes	.	.	.	.	.	14
209004606	4606	108004608	108010101	4608	2	2	9	2.8	.	15	10101	11/19/2012	12/13/2012	12/27/2012	38	12.63	7.44	9.4	33.3	44.8	12.6	28.1	26.7	727	8	4.57	7.22	0.43	0.28	0.03	0.1	Yes	0.935778805	63	5	1	108	14
209004607	4607	108004608	108010101	4608	2	2	9	3.1	.	14	10101	11/19/2012	12/13/2012	12/27/2012	38	13.2	6.52	9.4	31.2	47.9	14.4	30.1	24.6	533	11.1	5.35	7.02	0.44	0.28	0.03	0.11	No	-0.563954354	63	4	2	108	14
209004608	4608	108004608	108010101	4608	2	2	9	2.8	.	14	10101	11/19/2012	12/13/2012	12/27/2012	38	14.31	6.16	9.3	30.5	49.6	15	30.4	23.9	606	11.6	7.54	5.91	0.46	0.29	0.01	0.09	No	0.990760314	63	12	1	108	14
209004609	4609	108004608	108010101	4608	2	2	9	3	.	13	10101	11/19/2012	12/13/2012	12/27/2012	38	14.52	6.51	9	31.4	48.2	13.9	28.8	24.2	912	10.7	6.77	6.8	0.54	0.35	0.03	0.03	Yes	-0.289408047	63	9	2	108	14
209004610	4610	108004608	108010101	4608	2	2	9	2.5	.	12	10101	11/19/2012	12/13/2012	12/27/2012	38	12.92	6.87	10.3	34.7	50.6	15	29.7	28	458	7.7	5.47	6.3	0.62	0.45	0.04	0.03	No	0.899585632	63	12	1	108	14
209004611	4611	108004608	108010101	4608	2	2	9	2.4	.	12	10101	11/19/2012	12/13/2012	12/27/2012	38	9.08	5.85	9.1	31.4	53.7	15.6	29.1	27.1	631	10	3.73	4.73	0.35	0.18	0.02	0.07	Yes	0.21830723	63	9	2	108	14
209004701	4701	108008008	108001602	8008	3	2	9	3.3	.	17	1602	11/20/2012	12/13/2012	12/27/2012	37	13.65	5.79	9.8	32.3	55.8	16.8	30.2	15.9	475	9.3	5.34	7.1	0.55	0.51	0.04	0.12	No	0.965407492	63	5	1	107	14
209004702	4702	108008008	108001602	8008	3	2	9	2.8	.	16	1602	11/20/2012	12/13/2012	12/27/2012	37	16.07	6.85	9.5	32.9	48.1	13.8	28.8	19.5	633	9.4	5.51	9.38	0.5	0.55	0.02	0.1	No	.	.	.	.	.	14
209004703	4703	108008008	108001602	8008	3	2	9	2.3	.	14	1602	11/20/2012	12/13/2012	12/27/2012	37	13.93	7.49	10.8	35.8	47.8	14.4	30.2	18.1	331	10.9	6.44	6.45	0.59	0.29	0.01	0.15	Yes	0.958251075	63	12	1	107	14
209004704	4704	108008008	108001602	8008	3	2	9	2.1	.	13	1602	11/20/2012	12/13/2012	12/27/2012	37	10.74	6.33	9	30.8	48.6	14.2	29.2	20.7	588	9.3	4.23	5.61	0.42	0.38	0.02	0.1	No	0.286089788	63	9	2	107	14
209004705	4705	108008008	108001602	8008	3	2	9	2	.	13	1602	11/20/2012	12/13/2012	12/27/2012	37	14.11	6.59	10.4	35.3	53.5	15.8	29.5	19.9	431	10	4.61	8.31	0.65	0.41	0.03	0.11	Yes	0.053827148	63	9	2	107	14
209004706	4706	108008008	108001602	8008	2	2	9	3	.	16	1602	11/20/2012	12/13/2012	12/27/2012	37	12.49	6.97	8.8	32.1	46.1	12.7	27.5	22.2	749	8.9	4.48	6.84	0.44	0.59	0.04	0.1	No	.	.	.	.	.	14
209004707	4707	108008008	108001602	8008	2	2	9	2.4	.	16	1602	11/20/2012	12/13/2012	12/27/2012	37	14.28	6.66	9.2	31.7	47.6	13.9	29.2	19.6	624	10.7	4.57	8.25	0.71	0.61	0.01	0.1	No	0.903692281	63	12	1	107	14
209004801	4801	108005307	108010903	5307	3	1	9	2.5	.	13	10903	11/20/2012	12/13/2012	12/27/2012	37	16.86	6.37	9.5	33.7	52.8	14.9	28.2	22.7	708	8.3	8.7	7.33	0.47	0.3	0.03	0.03	No	-0.661418787	63	12	1	107	14
209004802	4802	108005307	108010903	5307	3	1	9	2.1	.	13	10903	11/20/2012	12/13/2012	12/27/2012	37	14.95	6.2	9.9	32.3	52.1	16	30.8	24.7	801	8.8	6.7	7.07	0.45	0.55	0.03	0.16	Yes	-1.796884208	63	9	2	107	14
209004803	4803	108005307	108010903	5307	3	1	9	1.7	.	11	10903	11/20/2012	12/13/2012	12/27/2012	37	11	5.87	9.5	31.5	53.6	16.2	30.3	24.2	821	8.4	5.71	4.47	0.5	0.26	0.01	0.07	No	.	.	.	.	.	14
209004807	4807	108005307	108010903	5307	2	1	9	2.4	.	12	10903	11/20/2012	12/13/2012	12/27/2012	37	19.96	5.7	9.7	33.6	59	17	28.9	18.1	800	8.7	9.92	7.88	1.12	0.66	0.02	0.34	No	-0.721371668	63	12	1	107	14
209004808	4808	108005307	108010903	5307	2	1	9	2.4	.	14	10903	11/20/2012	12/13/2012	12/27/2012	37	17.75	6.18	10	31.9	51.6	16.1	31.2	26.1	841	10.1	8.54	7.65	0.62	0.66	0.05	0.21	Yes	-1.741601156	63	9	2	107	14
209004809	4809	108005307	108010903	5307	2	1	9	1.8	.	12	10903	11/20/2012	12/13/2012	12/27/2012	37	12.97	5.82	10.6	33.6	57.6	18.3	31.7	21.9	365	11.4	5.75	6.11	0.48	0.51	0.04	0.1	Yes	.	.	.	.	.	14
209004901	4901	108002305	108010501	2305	3	1	9	4.2	.	17	10501	11/20/2012	12/13/2012	12/27/2012	37	14.41	6.13	9.5	31.5	51.4	15.5	30.1	21.3	509	10.7	5.98	7.05	0.84	0.49	0.03	0.04	No	-0.963660467	63	12	1	107	14
209004903	4903	108002305	108010501	2305	3	1	9	4	.	15	10501	11/20/2012	12/13/2012	12/27/2012	37	15.88	6.57	11.4	37.7	57.4	17.4	30.3	19.3	982	10.7	6.27	8.48	0.49	0.51	0.03	0.08	Yes	.	.	.	.	.	14
209004905	4905	108002305	108010501	2305	3	1	9	4	.	17	10501	11/20/2012	12/13/2012	12/27/2012	37	16.96	6.42	9.5	32.1	50	14.8	29.6	20.1	556	11.2	8.38	6.67	0.44	1.34	0.02	0.1	Yes	.	.	.	.	.	14
209004906	4906	108002305	108010501	2305	2	1	9	4.1	.	19	10501	11/20/2012	12/13/2012	12/27/2012	37	16.24	7.16	10.8	37.9	52.9	15	28.4	22.6	533	10.3	5.99	9.08	0.65	0.44	0.05	0.03	No	-0.951248073	63	5	1	107	14
209004907	4907	108002305	108010501	2305	2	1	9	3.9	.	15	10501	11/20/2012	12/13/2012	12/27/2012	37	13.91	6.51	10.6	35.1	53.9	16.2	30.1	19.7	703	9.8	6.41	6.37	0.53	0.46	0.03	0.11	No	-2.372489158	63	4	2	107	14
209004908	4908	108002305	108010501	2305	2	1	9	4.3	.	18	10501	11/20/2012	12/13/2012	12/27/2012	37	13.57	6.57	10	33.8	51.5	15.3	29.6	22.7	502	12.3	4.61	7.84	0.39	0.6	0.03	0.08	No	-0.901184244	63	12	1	107	14
209004909	4909	108002305	108010501	2305	2	1	9	4.1	.	17	10501	11/20/2012	12/13/2012	12/27/2012	37	17.63	7.43	10.4	36.4	49.1	13.9	28.4	21.9	715	11.1	8.18	7.97	0.58	0.53	0.07	0.32	Yes	.	.	.	.	.	14
209004910	4910	108002305	108010501	2305	2	1	9	4.6	.	16	10501	11/20/2012	12/13/2012	12/27/2012	37	15.95	5.77	10	32.9	57	17.3	30.5	17.4	671	10.8	6.62	8.36	0.45	0.4	0.02	0.1	Yes	-1.492650317	63	9	2	107	14
209005001	5001	108006812	108010501	6812	3	1	9	3.6	.	14	10501	11/21/2012	12/13/2012	12/27/2012	36	16.62	6.52	9.7	33.6	51.6	14.8	28.8	27.6	617	10.5	7.61	7.11	0.58	1.15	0.02	0.13	Yes	-0.792186412	63	12	1	106	14
209005002	5002	108006812	108010501	6812	3	1	9	2.9	.	15	10501	11/21/2012	12/13/2012	12/27/2012	36	16.52	6.05	9.9	33.5	55.4	16.3	29.4	25	591	9.6	8.26	6.61	0.78	0.71	0.02	0.17	Yes	-1.985459242	63	9	2	106	14
209005003	5003	108006812	108010501	6812	3	1	9	2.6	.	13	10501	11/21/2012	12/13/2012	12/27/2012	36	14.02	6.62	10.1	35.1	53.1	15.3	28.8	23.9	962	9.9	7	5.92	0.59	0.46	0.03	0.03	Yes	.	.	.	.	.	14
209005005	5005	108006812	108010501	6812	2	1	9	3.3	.	14	10501	11/21/2012	12/13/2012	12/27/2012	36	16.55	6.82	11.4	38.8	56.9	16.8	29.5	15.8	498	11.3	7.66	7.48	0.63	0.7	0.05	0.03	Yes	.	.	.	.	.	14
209005006	5006	108006812	108010501	6812	2	1	9	3.1	.	15	10501	11/21/2012	12/13/2012	12/27/2012	36	13.66	6.34	10.1	34.5	54.4	15.9	29.3	22.8	727	9.8	5	7.43	0.64	0.46	0.03	0.1	Yes	-1.268101669	63	9	2	106	14
209005007	5007	108006812	108010501	6812	2	1	9	2.9	.	13	10501	11/21/2012	12/13/2012	12/27/2012	36	13.84	6.37	10.5	35.3	55.4	16.4	29.7	20.6	916	10.1	5.26	7.57	0.51	0.37	0.04	0.08	Yes	.	.	.	.	.	14
209005101	5101	108010605	108001602	10605	3	2	9	3.7	.	14	1602	11/24/2012	12/13/2012	1/2/2013	39	15.5	6.56	9.1	29.7	45.4	13.9	30.6	27.8	799	10.4	6	8.59	0.48	0.2	0.05	0.17	No	0.982000336	63	5	1	103	20
209005102	5102	108010605	108001602	10605	3	2	9	3.3	.	11	1602	11/24/2012	12/13/2012	1/2/2013	39	13.98	6.37	9.7	33.6	52.8	15.3	28.9	23.6	446	9.1	2.66	10.23	0.66	0.17	0.04	0.22	No	-0.285529012	63	4	2	103	20
209005103	5103	108010605	108001602	10605	2	2	9	4.1	.	14	1602	11/24/2012	12/13/2012	1/2/2013	39	14.15	6.11	8.9	30.9	50.5	14.6	28.9	27.5	742	8.6	3.96	9.14	0.76	0.14	0.07	0.06	Yes	0.778870306	63	5	1	103	20
209005104	5104	108010605	108001602	10605	2	2	9	3.2	.	13	1602	11/24/2012	12/13/2012	1/2/2013	39	9.96	5.92	9.9	31.6	53.4	16.8	31.4	23.2	329	10.1	4.77	4.54	0.25	0.24	0.03	0.13	Yes	-0.772360009	63	4	2	103	20
209005105	5105	108010605	108001602	10605	2	2	9	2.9	.	10	1602	11/24/2012	12/13/2012	1/2/2013	39	10.25	6.48	10.7	35.6	54.9	16.5	30.1	22	278	9.7	4.2	5.21	0.37	0.26	0.04	0.18	No	.	.	.	.	.	20
209005106	5106	108010605	108001602	10605	2	2	9	2.5	.	10	1602	11/24/2012	12/13/2012	1/2/2013	39	7.9	5.96	10.2	34.6	58.1	17.1	29.5	20	351	11.3	3.54	3.77	0.26	0.16	0.03	0.13	Yes	0.155653918	63	9	2	103	20
209005107	5107	108010605	108001602	10605	2	2	9	2.4	.	8	1602	11/24/2012	12/13/2012	1/2/2013	39	10.71	5.41	9.5	31.3	57.9	17.6	30.3	21.5	449	10.2	2.29	7.52	0.45	0.13	0.05	0.27	No	-0.478592221	63	4	2	103	20
209005201	5201	108009708	108005501	9708	3	2	9	4.3	.	15	5501	11/25/2012	12/13/2012	1/2/2013	38	10.39	6.26	8.7	29.2	46.6	14	30	22.7	540	11.2	2.83	6.72	0.26	0.5	0.02	0.06	Yes	.	.	.	.	.	20
209005202	5202	108009708	108005501	9708	3	2	9	4.1	.	16	5501	11/25/2012	12/13/2012	1/2/2013	38	7.82	5.48	6.8	23.6	43.1	12.5	29	24.9	769	10	2.15	5.14	0.24	0.13	0.03	0.12	Yes	0.873356701	63	5	1	102	20
209005203	5203	108009708	108005501	9708	3	2	9	3.9	.	14	5501	11/25/2012	12/13/2012	1/2/2013	38	16.83	6.94	10.6	34.8	50	15.3	30.5	20.2	526	10.5	5.55	9.39	0.81	0.93	0.1	0.05	Yes	0.954739711	63	12	1	102	20
209005204	5204	108009708	108005501	9708	3	2	9	3.4	.	14	5501	11/25/2012	12/13/2012	1/2/2013	38	16.21	5.4	9	26.8	49.6	16.6	33.5	24.6	612	10.8	4.99	9.95	0.91	0.24	0.06	0.06	Yes	0.456731737	63	9	2	102	20
209005205	5205	108009708	108005501	9708	2	2	9	3.7	.	13	5501	11/25/2012	12/13/2012	1/2/2013	38	9.24	6.06	9.8	33.2	54.8	16.1	29.4	22.3	324	11.7	4.35	4.05	0.35	0.25	0.03	0.21	Yes	0.946511386	63	5	1	102	20
209005206	5206	108009708	108005501	9708	2	2	9	4	.	15	5501	11/25/2012	12/13/2012	1/2/2013	38	10.91	5.72	10	32.1	56.2	17.5	31.2	20.5	398	11.7	4.28	5.86	0.39	0.2	0.04	0.14	Yes	-0.437077209	63	4	2	102	20
209005207	5207	108009708	108005501	9708	2	2	9	3.9	.	14	5501	11/25/2012	12/13/2012	1/2/2013	38	10.45	6.59	9.4	30.8	46.7	14.2	30.4	22.8	661	10	2.49	7.26	0.3	0.29	0.03	0.07	Yes	.	.	.	.	.	20
209005208	5208	108009708	108005501	9708	2	2	9	3.7	.	14	5501	11/25/2012	12/13/2012	1/9/2013	45	23.79	7.03	11.5	37.9	53.9	16.3	30.2	16.8	324	11.9	6.38	15.42	1.43	0.33	0.12	0.12	Yes	0.006193378	63	9	2	102	27
209005209	5209	108009708	108005501	9708	2	2	9	4	.	14	5501	11/25/2012	12/13/2012	1/2/2013	38	9.41	6.25	11.2	35.7	57.2	17.9	31.3	17.9	344	11.4	3.97	4.82	0.37	0.15	0.03	0.08	Yes	0.455409116	63	6	2	102	20
209005210	5210	108009708	108005501	9708	2	2	9	3	.	12	5501	11/25/2012	12/13/2012	1/2/2013	38	11.39	5.69	8.9	30.4	53.4	15.7	29.4	22.4	214	12.7	3.39	6.78	0.69	0.46	0.05	0.03	Yes	1.312605401	63	7	1	102	20
209005302	5302	108009009	108010903	9009	3	1	9	3.6	.	12	10903	11/25/2012	12/13/2012	1/2/2013	38	10.15	6.39	11	35.7	55.8	17.2	30.8	18.2	354	10.2	4.04	5.47	0.23	0.28	0.03	0.09	Yes	-0.649178875	63	12	1	102	20
209005303	5303	108009009	108010903	9009	3	1	9	3.3	.	12	10903	11/25/2012	12/13/2012	1/2/2013	38	14.37	5.87	10.4	34.9	59.4	17.8	29.9	21	536	10.1	6.71	6.88	0.19	0.42	0.03	0.14	Yes	-1.564869206	63	9	2	102	20
209005305	5305	108009009	108010903	9009	3	1	9	3.5	.	12	10903	11/25/2012	12/13/2012	1/2/2013	38	13.22	5.92	10.2	33.1	56	17.3	30.9	20.7	548	9.5	6.23	6.28	0.28	0.29	0.01	0.13	No	.	.	.	.	.	20
209005307	5307	108009009	108010903	9009	2	1	9	3.8	.	11	10903	11/25/2012	12/13/2012	1/2/2013	38	12.21	6.11	10.8	34.9	57.1	17.8	31.1	17.8	447	10.5	5.6	5.98	0.24	0.27	0.02	0.09	No	-0.99050181	63	12	1	102	20
209005308	5308	108009009	108010903	9009	2	1	9	3	.	11	10903	11/25/2012	12/13/2012	1/2/2013	38	9.44	6.14	11.1	36.5	59.5	18.2	30.5	19.3	352	10.7	3.71	4.93	0.24	0.39	0.03	0.15	Yes	-1.483561335	63	9	2	102	20
209005309	5309	108009009	108010903	9009	2	1	9	3.4	.	12	10903	11/25/2012	12/13/2012	1/2/2013	38	11.33	6.23	10.9	36.4	58.4	17.4	29.8	18.6	442	10.1	4.83	5.55	0.49	0.4	0.01	0.07	Yes	.	.	.	.	.	20
209005401	5401	108005706	108005501	5706	3	2	9	2.9	.	18	5501	11/27/2012	12/27/2012	1/2/2013	36	23.38	7.41	10.6	37.6	50.8	14.3	28.2	26.7	594	9.5	17.96	4.56	0.23	0.44	0.02	0.19	Yes	0.755029079	63	6	2	100	6
209005402	5402	108005706	108005501	5706	3	2	9	2.6	.	16	5501	11/27/2012	12/27/2012	1/2/2013	36	13.92	6.75	9.4	32.9	48.7	13.9	28.5	34.1	1202	11.2	2.55	10.58	0.56	0.18	0.03	0.03	Yes	1.437979683	63	7	1	100	6
