idpig,group,pen,testlng,line,diet,sex,onwt,onage,offage,offwt,offlma,offbf,adg,mwt,adfiq,idsire,iddam,gen,par,fe,fcr,onwtdev,offwtdev,onagedev,adgdev,bfdev,mwtdev,adgdev1,bfdev1,mwtdev1,onwtdev1,offwtdev1,onagedev1,adgdev2,bfdev2,mwtdev2,onwtdev2,offwtdev2,onagedev2,adgdev3,bfdev3,mwtdev3,onwtdev3,offwtdev3,onagedev3,adgdev4,bfdev4,mwtdev4,onwtdev4,offwtdev4,onagedev4,,rfi ADJUSTED,rfi1 adjust,rfi2 adjust,rfi3 adjust,rfi4 adjust,,rfi2
208004304,55,9,168,1,1,3,34.46712018,87,255,133.3333333,53.096668,27.94,0.58538055,27.6984118,2.114362018,107017001,107001406,8,2,0.276859187,3.611944433,-4.492879819,8.42333333,-11.08,-0.07461945,5.5,1.008411798,-0.28461945,12.7,1.198411798,-5.532879819,15.33333333,-3,-0.17461945,12.7,-0.051588202,-15.53287982,15.33333333,-3,-0.28461945,8.89,1.198411798,-5.532879819,15.33333333,-3,-0.17461945,8.89,-0.051588202,-15.53287982,15.33333333,-3,,-0.311968365,-0.312981045,-0.210826045,-0.266488045,-0.164333045,,-0.539117653
208004403,55,9,119,1,1,3,37.64172336,87,206,122.9024943,58.193432,18.034,0.739991599,26.47396092,2.450367088,107000303,107000205,8,2,0.301992139,3.311344468,-1.318276644,-2.00750567,-11.08,0.079991599,-4.406,-0.216039079,-0.130008401,2.794,-0.026039079,-2.358276644,4.90249433,-3,-0.020008401,2.794,-1.276039079,-12.35827664,4.90249433,-3,-0.130008401,-1.016,-0.026039079,-2.358276644,4.90249433,-3,-0.020008401,-1.016,-1.276039079,-12.35827664,4.90249433,-3,,-0.095503776,-0.096516456,0.005638544,-0.050023456,0.052131544,,-0.323049585
208004603,55,9,168,1,1,3,41.26984127,87,255,114.739229,51.741832,19.304,0.503754907,24.82474999,1.921421987,107017108,107003710,8,2,0.262178174,3.81420004,2.30984127,-10.17077097,-11.08,-0.156245093,-3.136,-1.86525001,-0.366245093,4.064,-1.67525001,1.26984127,-3.26077097,-3,-0.256245093,4.064,-2.92525001,-8.73015873,-3.26077097,-3,-0.366245093,0.254,-1.67525001,1.26984127,-3.26077097,-3,-0.256245093,0.254,-2.92525001,-8.73015873,-3.26077097,-3,,-0.19729833,-0.19831101,-0.09615601,-0.15181801,-0.04966301,,-0.449211459
208004803,55,12,140,1,1,3,28.57142857,85,225,117.4603175,29.0322,22.098,0.6274589,24.44465139,2.136726957,107010905,107010008,8,2,0.293654225,3.405365609,-10.38857143,-7.44968254,-13.08,-0.032541101,-0.342,-2.245348615,-0.242541101,6.858,-2.055348615,-11.42857143,-0.53968254,-5,-0.132541101,6.858,-3.305348615,-21.42857143,-0.53968254,-5,-0.242541101,3.048,-2.055348615,-11.42857143,-0.53968254,-5,-0.132541101,3.048,-3.305348615,-21.42857143,-0.53968254,-5,,-0.181416409,-0.182429089,-0.080274089,-0.135936089,-0.033781089,,-0.410757232
208004902,55,12,119,1,1,3,27.21088435,85,204,123.3560091,47.999904,20.066,0.804683856,25.32350737,2.228698182,107016901,107015511,8,2,0.361055554,2.769656884,-11.74911565,-1.55399093,-13.08,0.144683856,-2.374,-1.366492633,-0.065316144,4.826,-1.176492633,-12.78911565,5.35600907,-5,0.044683856,4.826,-2.426492633,-22.78911565,5.35600907,-5,-0.065316144,1.016,-1.176492633,-12.78911565,5.35600907,-5,0.044683856,1.016,-2.426492633,-22.78911565,5.35600907,-5,,-0.374512634,-0.375525314,-0.273370314,-0.329032314,-0.226877314,,-0.594005674
208005006,55,12,168,1,1,3,25.85034014,85,253,126.5306122,58.193432,19.05,0.561205964,25.41798336,1.949964579,107017108,107000305,8,2,0.287803158,3.474597034,-13.10965986,1.62061224,-13.08,-0.098794036,-3.39,-1.272016643,-0.308794036,3.81,-1.082016643,-14.14965986,8.53061224,-5,-0.198794036,3.81,-2.332016643,-24.14965986,8.53061224,-5,-0.308794036,0,-1.082016643,-14.14965986,8.53061224,-5,-0.198794036,0,-2.332016643,-24.14965986,8.53061224,-5,,-0.198014865,-0.199027545,-0.096872545,-0.152534545,-0.050379545,,-0.422519099
208005103,55,12,119,1,1,3,39.90929705,83,202,126.0770975,39.096696,23.368,0.740245049,28.22330446,2.550440606,107016901,107004308,8,2,0.290242026,3.445400425,0.949297052,1.16709751,-15.08,0.080245049,0.928,1.533304455,-0.129754951,8.128,1.723304455,-0.090702948,8.07709751,-7,-0.019754951,8.128,0.473304455,-10.09070295,8.07709751,-7,-0.129754951,4.318,1.723304455,-0.090702948,8.07709751,-7,-0.019754951,4.318,0.473304455,-10.09070295,8.07709751,-7,,-0.16753364,-0.16854632,-0.06639132,-0.12205332,-0.01989832,,-0.378150036
208000311,55,2,168,1,2,2,39.45578231,95,263,118.3673469,50.451512,15.748,0.492892588,24.36002191,2.094107945,107015901,107017008,8,2,0.235371147,4.248609122,0.495782313,-6.54265306,-3.08,-0.167107412,-6.692,-2.329978088,-0.377107412,0.508,-2.139978088,-0.544217687,0.36734694,5,-0.267107412,0.508,-3.389978088,-10.54421769,0.36734694,5,-0.377107412,-3.302,-2.139978088,-0.544217687,0.36734694,5,-0.267107412,-3.302,-3.389978088,-10.54421769,0.36734694,5,,0.181307829,0.254393129,0.373214129,0.293304229,0.412125229,,-1.599733248
208000908,55,2,168,1,2,2,39.00226757,93,261,117.9138322,46.45152,18.796,0.476244586,26.22819932,1.977768541,107015901,107004304,8,2,0.240798949,4.152842046,0.042267574,-6.9961678,-5.08,-0.183755414,-3.644,-0.461800677,-0.393755414,3.556,-0.271800677,-0.997732426,-0.0861678,3,-0.283755414,3.556,-1.521800677,-10.99773243,-0.0861678,3,-0.393755414,-0.254,-0.271800677,-0.997732426,-0.0861678,3,-0.283755414,-0.254,-1.521800677,-10.99773243,-0.0861678,3,,-0.108269497,-0.035184197,0.083636803,0.003726903,0.122547903,,-1.906953116
208001212,55,2,168,1,2,2,38.0952381,93,261,119.7278912,44.580556,23.114,0.489938495,25.56893965,2.37139104,107003401,107016907,8,2,0.20660384,4.840181087,-0.864761905,-5.18210884,-5.08,-0.170061505,0.674,-1.121060346,-0.380061505,7.874,-0.931060346,-1.904761905,1.72789116,3,-0.270061505,7.874,-2.181060346,-11.90476191,1.72789116,3,-0.380061505,4.064,-0.931060346,-1.904761905,1.72789116,3,-0.270061505,4.064,-2.181060346,-11.90476191,1.72789116,3,,0.289555447,0.362640747,0.481461747,0.401551847,0.520372847,,-1.501118829
208001410,55,2,168,1,2,2,33.10657596,92,260,110.2040816,45.225716,11.43,0.446019869,22.78054526,1.807372183,107017001,107010913,8,2,0.246778098,4.052223469,-5.853424036,-14.70591837,-6.08,-0.213980131,-11.01,-3.909454743,-0.423980131,-3.81,-3.719454743,-6.893424036,-7.79591837,2,-0.313980131,-3.81,-4.969454743,-16.89342404,-7.79591837,2,-0.423980131,-7.62,-3.719454743,-6.893424036,-7.79591837,2,-0.313980131,-7.62,-4.969454743,-16.89342404,-7.79591837,2,,0.096011961,0.169097261,0.287918261,0.208008361,0.326829361,,-1.68919082
208001903,55,4,168,1,2,2,36.28117914,91,259,116.0997732,53.806344,11.938,0.474589654,24.61965642,1.884690708,107000303,107016410,8,2,0.251813018,3.971200575,-2.678820862,-8.81022676,-7.08,-0.185410346,-10.502,-2.070343576,-0.395410346,-3.302,-1.880343576,-3.718820862,-1.90022676,1,-0.285410346,-3.302,-3.130343576,-13.71882086,-1.90022676,1,-0.395410346,-7.112,-1.880343576,-3.718820862,-1.90022676,1,-0.285410346,-7.112,-3.130343576,-13.71882086,-1.90022676,1,,-0.091495031,-0.018409731,0.100411269,0.020501369,0.139322369,,-1.883082559
208002213,55,4,168,1,2,2,35.8276644,91,259,99.77324263,41.096692,20.066,0.355210562,22.88878521,1.49752345,107003401,107016906,8,2,0.237198665,4.215875339,-3.132335601,-25.13675737,-7.08,-0.304789438,-2.374,-3.801214787,-0.514789438,4.826,-3.611214787,-4.172335601,-18.22675737,1,-0.404789438,4.826,-4.861214787,-14.1723356,-18.22675737,1,-0.514789438,1.016,-3.611214787,-4.172335601,-18.22675737,1,-0.404789438,1.016,-4.861214787,-14.1723356,-18.22675737,1,,-0.434167283,-0.361081983,-0.242260983,-0.322170883,-0.203349883,,-2.223651059
208002407,55,4,168,1,2,2,41.72335601,91,259,120.6349206,48.193452,12.954,0.474733075,27.2121383,1.943495377,107000303,107010911,8,2,0.244267664,4.093869752,2.763356009,-4.27507937,-7.08,-0.185266925,-9.486,0.522138299,-0.395266925,-2.286,0.712138299,1.723356009,2.63492063,1,-0.285266925,-2.286,-0.537861701,-8.276643991,2.63492063,1,-0.395266925,-6.096,0.712138299,1.723356009,2.63492063,1,-0.285266925,-6.096,-0.537861701,-8.276643991,2.63492063,1,,-0.226450265,-0.153364965,-0.034543965,-0.114453865,0.004367136,,-2.029124577
208002508,55,6,168,1,2,2,34.01360544,91,259,133.3333333,52.90312,13.97,0.573482549,26.13377189,2.021243298,107011403,107017110,8,2,0.283727619,3.524507071,-4.946394558,8.42333333,-7.08,-0.086517451,-8.47,-0.556228112,-0.296517451,-1.27,-0.366228112,-5.986394558,15.33333333,1,-0.186517451,-1.27,-1.616228112,-15.98639456,15.33333333,1,-0.296517451,-5.08,-0.366228112,-5.986394558,15.33333333,1,-0.186517451,-5.08,-1.616228112,-15.98639456,15.33333333,1,,0.011296568,0.084381868,0.203202868,0.123292968,0.242113968,,-1.782443398
208002606,55,6,168,1,2,2,33.10657596,90,258,122.9024943,53.612796,13.462,0.53750186,24.39910669,1.99497278,107010905,107015708,8,2,0.269428167,3.711564422,-5.853424036,-2.00750567,-8.08,-0.12249814,-8.978,-2.290893311,-0.33249814,-1.778,-2.100893311,-6.893424036,4.90249433,0,-0.22249814,-1.778,-3.350893311,-16.89342404,4.90249433,0,-0.33249814,-5.588,-2.100893311,-6.893424036,4.90249433,0,-0.22249814,-5.588,-3.350893311,-16.89342404,4.90249433,0,,0.073388921,0.146474221,0.265295221,0.185385321,0.304206321,,-1.716528207
208002906,55,6,168,1,2,2,36.28117914,90,258,121.9954649,50.838608,14.732,0.504219905,26.47580891,1.986301021,107015901,107000309,8,2,0.253848687,3.939354635,-2.678820862,-2.91453515,-8.08,-0.155780095,-7.708,-0.214191089,-0.365780095,-0.508,-0.024191089,-3.718820862,3.99546485,0,-0.255780095,-0.508,-1.274191089,-13.71882086,3.99546485,0,-0.365780095,-4.318,-0.024191089,-3.718820862,3.99546485,0,-0.255780095,-4.318,-1.274191089,-13.71882086,3.99546485,0,,-0.095390138,-0.022304838,0.096516162,0.016606262,0.135427262,,-1.900257628
208003307,55,8,168,1,2,2,31.74603175,89,257,123.3560091,42.645076,13.462,0.539485214,24.78094843,1.67804679,107000303,107010912,8,2,0.321495931,3.110459276,-7.213968254,-1.55399093,-9.08,-0.120514786,-8.978,-1.909051575,-0.330514786,-1.778,-1.719051575,-8.253968254,5.35600907,-1,-0.220514786,-1.778,-2.969051575,-18.25396825,5.35600907,-1,-0.330514786,-5.588,-1.719051575,-8.253968254,5.35600907,-1,-0.220514786,-5.588,-2.969051575,-18.25396825,5.35600907,-1,,-0.659759022,-0.586673722,-0.467852722,-0.547762622,-0.428941622,,-2.455729932
208003406,55,8,168,1,2,2,32.65306122,89,257,105.2154195,46.838616,10.16,0.451975161,23.68845686,1.834673059,107017108,107016008,8,2,0.246351882,4.059234267,-6.306938776,-19.6945805,-9.08,-0.20802484,-12.28,-3.00154314,-0.41802484,-5.08,-2.81154314,-7.346938776,-12.7845805,-1,-0.30802484,-5.08,-4.06154314,-17.34693878,-12.7845805,-1,-0.41802484,-8.89,-2.81154314,-7.346938776,-12.7845805,-1,-0.30802484,-8.89,-4.06154314,-17.34693878,-12.7845805,-1,,-0.457249381,-0.384164081,-0.265343081,-0.345252981,-0.226431981,,-2.26130564
208003805,55,8,168,1,2,2,31.74603175,87,255,106.5759637,39.741856,17.018,0.444414912,22.59880869,1.607781672,107016901,107012608,8,2,0.276414964,3.617749151,-7.213968254,-18.33403628,-11.08,-0.215585088,-5.422,-4.091191314,-0.425585088,1.778,-3.901191314,-8.253968254,-11.42403628,-3,-0.315585088,1.778,-5.151191314,-18.25396825,-11.42403628,-3,-0.425585088,-2.032,-3.901191314,-8.253968254,-11.42403628,-3,-0.315585088,-2.032,-5.151191314,-18.25396825,-11.42403628,-3,,-0.628924381,-0.555839081,-0.437018081,-0.516927981,-0.398106981,,-2.42032189
208004212,55,10,168,1,2,2,37.18820862,87,255,102.0408163,44.967652,9.652,0.405696993,23.72116893,2.181300365,107000303,107011405,8,2,0.185988596,5.376673729,-1.771791383,-22.86918367,-11.08,-0.254303007,-12.788,-2.968831071,-0.464303007,-5.588,-2.778831071,-2.811791383,-15.95918367,-3,-0.354303007,-5.588,-4.028831071,-12.81179138,-15.95918367,-3,-0.464303007,-9.398,-2.778831071,-2.811791383,-15.95918367,-3,-0.354303007,-9.398,-4.028831071,-12.81179138,-15.95918367,-3,,0.396272591,0.469357891,0.588178891,0.508268991,0.627089991,,-1.405905855
208004305,55,10,168,1,2,2,32.65306122,87,255,106.5759637,48.322484,11.43,0.516737088,23.40044641,2.125486379,107017001,107001406,8,2,0.243114749,4.113283965,-6.306938776,-18.33403628,-11.08,-0.143262912,-11.01,-3.289553593,-0.353262912,-3.81,-3.099553593,-7.346938776,-11.42403628,-3,-0.243262912,-3.81,-4.349553593,-17.34693878,-11.42403628,-3,-0.353262912,-7.62,-3.099553593,-7.346938776,-11.42403628,-3,-0.243262912,-7.62,-4.349553593,-17.34693878,-11.42403628,-3,,0.202910657,0.275995957,0.394816957,0.314907057,0.433728057,,-1.599314894
208004409,55,10,168,1,2,2,31.29251701,87,255,131.5192744,52.516024,12.7,0.578318502,27.18197884,2.372071828,107000303,107000205,8,2,0.243803116,4.101670306,-7.667482993,6.60927438,-11.08,-0.081681498,-9.74,0.491978836,-0.291681498,-2.54,0.681978836,-8.707482993,13.51927438,-3,-0.181681498,-2.54,-0.568021164,-18.70748299,13.51927438,-3,-0.291681498,-6.35,0.681978836,-8.707482993,13.51927438,-3,-0.181681498,-6.35,-0.568021164,-18.70748299,13.51927438,-3,,0.338708892,0.411794192,0.530615192,0.450705292,0.569526292,,-1.474015854
208004507,55,10,168,1,2,2,38.0952381,87,255,114.739229,53.096668,13.97,0.471115653,25.22648423,2.215447221,107015901,107000307,8,2,0.212650362,4.702554901,-0.864761905,-10.17077097,-11.08,-0.188884348,-8.47,-1.46351577,-0.398884348,-1.27,-1.27351577,-1.904761905,-3.26077097,-3,-0.288884348,-1.27,-2.52351577,-11.90476191,-3.26077097,-3,-0.398884348,-5.08,-1.27351577,-1.904761905,-3.26077097,-3,-0.288884348,-5.08,-2.52351577,-11.90476191,-3.26077097,-3,,0.29280164,0.36588694,0.48470794,0.40479804,0.52361904,,-1.507897458
208004808,55,11,168,1,2,2,33.10657596,85,253,106.122449,43.935396,14.224,0.431229182,22.95350594,1.91605657,107010905,107010008,8,2,0.225060778,4.443244216,-5.853424036,-18.78755102,-13.08,-0.228770818,-8.216,-3.736494056,-0.438770818,-1.016,-3.546494056,-6.893424036,-11.87755102,-5,-0.328770818,-1.016,-4.796494056,-16.89342404,-11.87755102,-5,-0.438770818,-4.826,-3.546494056,-6.893424036,-11.87755102,-5,-0.328770818,-4.826,-4.796494056,-16.89342404,-11.87755102,-5,,0.178031743,0.251117043,0.369938043,0.290028143,0.408849143,,-1.614810927
208004912,55,11,140,1,2,2,35.8276644,85,225,121.9954649,38.38702,14.224,0.616591203,24.90186059,2.816615654,107016901,107015511,8,2,0.218912084,4.568043852,-3.132335601,-2.91453515,-13.08,-0.043408797,-8.216,-1.788139411,-0.253408797,-1.016,-1.598139411,-4.172335601,3.99546485,-5,-0.143408797,-1.016,-2.848139411,-14.1723356,3.99546485,-5,-0.253408797,-4.826,-1.598139411,-4.172335601,3.99546485,-5,-0.143408797,-4.826,-2.848139411,-14.1723356,3.99546485,-5,,0.764379711,0.837465011,0.956286011,0.876376111,0.995197111,,-1.028491032
208005008,55,11,168,1,2,2,31.74603175,85,253,121.0884354,50.516028,20.32,0.549865422,24.50435938,2.304644999,107017108,107000305,8,2,0.238590074,4.191289194,-7.213968254,-3.82156463,-13.08,-0.110134579,-2.12,-2.185640619,-0.320134579,5.08,-1.995640619,-8.253968254,3.08843537,-5,-0.210134579,5.08,-3.245640619,-18.25396825,3.08843537,-5,-0.320134579,1.27,-1.995640619,-8.253968254,3.08843537,-5,-0.210134579,1.27,-3.245640619,-18.25396825,3.08843537,-5,,0.334197198,0.407282498,0.526103498,0.446193598,0.565014598,,-1.45881541
208000301,55,2,168,1,2,3,41.72335601,95,263,126.984127,42.58056,19.05,0.456651905,27.44454686,2.531824619,107015901,107017008,8,2,0.180364746,5.544320721,2.763356009,2.07412698,-3.08,-0.203348095,-3.39,0.754546857,-0.413348095,3.81,0.944546857,1.723356009,8.98412698,5,-0.303348095,3.81,-0.305453143,-8.276643991,8.98412698,5,-0.413348095,0,0.944546857,1.723356009,8.98412698,5,-0.303348095,0,-0.305453143,-8.276643991,8.98412698,5,,0.488835465,0.561920765,0.680741765,0.600831865,0.719652865,,-1.30665122
208000507,55,4,168,1,2,3,32.19954649,94,262,104.30839,36.387024,22.86,0.435492431,23.20729417,1.997464023,107010905,107011804,8,2,0.218022666,4.58667908,-6.760453515,-20.60160998,-4.08,-0.224507569,0.42,-3.482705826,-0.434507569,7.62,-3.292705826,-7.800453515,-13.69160998,4,-0.324507569,7.62,-4.542705826,-17.80045352,-13.69160998,4,-0.434507569,3.81,-3.292705826,-7.800453515,-13.69160998,4,-0.324507569,3.81,-4.542705826,-17.80045352,-13.69160998,4,,-0.100066748,-0.026981448,0.091839552,0.011929652,0.130750652,,-1.893292636
208000606,55,4,168,1,2,3,37.64172336,93,261,114.739229,40.193468,24.638,0.459665435,23.65583616,1.991217813,107011403,107003408,8,2,0.230846386,4.331885023,-1.318276644,-10.17077097,-5.08,-0.200334565,2.198,-3.034163845,-0.410334565,9.398,-2.844163845,-2.358276644,-3.26077097,3,-0.300334565,9.398,-4.094163845,-12.35827664,-3.26077097,3,-0.410334565,5.588,-2.844163845,-2.358276644,-3.26077097,3,-0.300334565,5.588,-4.094163845,-12.35827664,-3.26077097,3,,-0.069994789,0.003090511,0.121911511,0.042001611,0.160822611,,-1.847713418
208000903,55,2,168,1,2,3,35.37414966,93,261,112.9251701,45.096684,13.208,0.375246018,22.20555279,1.958901246,107015901,107004304,8,2,0.191559436,5.220311878,-3.58585034,-11.98482993,-5.08,-0.284753982,-9.232,-4.484447211,-0.494753982,-2.032,-4.294447211,-4.62585034,-5.07482993,3,-0.384753982,-2.032,-5.544447211,-14.62585034,-5.07482993,3,-0.494753982,-5.842,-4.294447211,-4.62585034,-5.07482993,3,-0.384753982,-5.842,-5.544447211,-14.62585034,-5.07482993,3,,0.446638244,0.519723544,0.638544544,0.558634644,0.677455644,,-1.324862505
208001407,55,2,168,1,2,3,35.37414966,92,260,133.7868481,49.935384,16.256,0.572458087,25.22837827,2.278651687,107017001,107010913,8,2,0.251226675,3.980469034,-3.58585034,8.87684807,-6.08,-0.087541913,-6.184,-1.461621731,-0.297541913,1.016,-1.271621731,-4.62585034,15.78684807,2,-0.187541913,1.016,-2.521621731,-14.62585034,15.78684807,2,-0.297541913,-2.794,-1.271621731,-4.62585034,15.78684807,2,-0.187541913,-2.794,-2.521621731,-14.62585034,15.78684807,2,,0.374922835,0.448008135,0.566829135,0.486919235,0.605740235,,-1.404474129
208001801,55,4,168,1,2,3,32.19954649,91,259,97.50566893,38.580568,14.478,0.370501204,22.22853228,1.876435626,107010905,107015705,8,2,0.197449462,5.06458712,-6.760453515,-27.40433107,-7.08,-0.289498796,-7.962,-4.461467718,-0.499498796,-0.762,-4.271467718,-7.800453515,-20.49433107,1,-0.389498796,-0.762,-5.521467718,-17.80045352,-20.49433107,1,-0.499498796,-4.572,-4.271467718,-7.800453515,-20.49433107,1,-0.389498796,-4.572,-5.521467718,-17.80045352,-20.49433107,1,,0.022805694,0.095890994,0.214711994,0.134802094,0.253623094,,-1.77032831
208002209,55,8,168,1,2,3,29.47845805,91,259,126.0770975,45.935392,19.304,0.584970613,24.96317323,1.783291032,107003401,107016906,8,2,0.328028686,3.048513877,-9.48154195,1.16709751,-7.08,-0.075029387,-3.136,-1.726826773,-0.285029387,4.064,-1.536826773,-10.52154195,8.07709751,1,-0.175029387,4.064,-2.786826773,-20.52154195,8.07709751,1,-0.285029387,0.254,-1.536826773,-10.52154195,8.07709751,1,-0.175029387,0.254,-2.786826773,-20.52154195,8.07709751,1,,-0.704200038,-0.631114738,-0.512293738,-0.592203638,-0.473382638,,-2.501116508
208002406,55,4,168,1,2,3,36.73469388,91,259,107.4829932,45.096684,13.208,0.454330069,23.86707428,2.062048325,107000303,107010911,8,2,0.220329496,4.538656955,-2.225306122,-17.4270068,-7.08,-0.205669931,-9.232,-2.822925724,-0.415669931,-2.032,-2.632925724,-3.265306122,-10.5170068,1,-0.305669931,-2.032,-3.882925724,-13.26530612,-10.5170068,1,-0.415669931,-5.842,-2.632925724,-3.265306122,-10.5170068,1,-0.305669931,-5.842,-3.882925724,-13.26530612,-10.5170068,1,,0.048994915,0.122080215,0.240901215,0.160991315,0.279812315,,-1.743706342
208002501,55,6,168,1,2,3,35.37414966,91,259,124.2630386,46.580552,26.924,0.511521576,26.66268559,2.922740145,107011403,107017110,8,2,0.175014387,5.71381596,-3.58585034,-0.64696145,-7.08,-0.148478424,4.484,-0.027314414,-0.358478424,11.684,0.162685586,-4.62585034,6.26303855,1,-0.248478424,11.684,-1.087314414,-14.62585034,6.26303855,1,-0.358478424,7.874,0.162685586,-4.62585034,6.26303855,1,-0.248478424,7.874,-1.087314414,-14.62585034,6.26303855,1,,0.67757949,0.75066479,0.86948579,0.78957589,0.90839689,,-1.12415769
208002801,55,6,168,1,2,3,35.37414966,90,258,129.7052154,53.096668,13.97,0.556467474,26.55218602,2.265879128,107010905,107011007,8,2,0.245585684,4.071898597,-3.58585034,4.79521542,-8.08,-0.103532526,-8.47,-0.137813981,-0.313532526,-1.27,0.052186019,-4.62585034,11.70521542,0,-0.203532526,-1.27,-1.197813981,-14.62585034,11.70521542,0,-0.313532526,-5.08,0.052186019,-4.62585034,11.70521542,0,-0.203532526,-5.08,-1.197813981,-14.62585034,11.70521542,0,,0.200135869,0.273221169,0.392042169,0.312132269,0.430953269,,-1.599347701
208002904,55,6,140,1,2,3,33.5600907,90,230,116.553288,31.806388,22.606,0.587025511,24.37426498,2.339612737,107015901,107000309,8,2,0.250907127,3.985538438,-5.399909297,-8.35671202,-8.08,-0.072974489,0.166,-2.315735017,-0.282974489,7.366,-2.125735017,-6.439909297,-1.44671202,0,-0.172974489,7.366,-3.375735017,-16.4399093,-1.44671202,0,-0.282974489,3.556,-2.125735017,-6.439909297,-1.44671202,0,-0.172974489,3.556,-3.375735017,-16.4399093,-1.44671202,0,,0.105753399,0.178838699,0.297659699,0.217749799,0.336570799,,-1.688450716
208003303,55,8,140,1,2,3,35.37414966,89,229,124.7165533,41.61282,16.51,0.648656086,27.04973333,1.900498963,107000303,107010912,8,2,0.341308308,2.929902306,-3.58585034,-0.19344671,-9.08,-0.011343914,-5.93,0.359733325,-0.221343914,1.27,0.549733325,-4.62585034,6.71655329,-1,-0.111343914,1.27,-0.700266675,-14.62585034,6.71655329,-1,-0.221343914,-2.54,0.549733325,-4.62585034,6.71655329,-1,-0.111343914,-2.54,-0.700266675,-14.62585034,6.71655329,-1,,-0.887452012,-0.814366712,-0.695545712,-0.775455612,-0.656634612,,-2.699050601
208003803,55,8,168,1,2,3,26.75736961,87,255,112.0181406,46.193456,22.098,0.546641086,23.52861058,2.356273365,107016901,107012608,8,2,0.231993917,4.310457857,-12.20263039,-12.89185941,-11.08,-0.113358914,-0.342,-3.161389416,-0.323358914,6.858,-2.971389416,-13.24263039,-5.98185941,-3,-0.213358914,6.858,-4.221389416,-23.24263039,-5.98185941,-3,-0.323358914,3.048,-2.971389416,-13.24263039,-5.98185941,-3,-0.213358914,3.048,-4.221389416,-23.24263039,-5.98185941,-3,,-0.144029436,-0.070944136,0.047876864,-0.032033036,0.086787964,,-1.945743543
208004203,55,10,140,1,2,3,38.0952381,87,227,123.3560091,39.03218,19.558,0.61480963,27.1251316,2.855747149,107000303,107011405,8,2,0.215288539,4.644929111,-0.864761905,-1.55399093,-11.08,-0.04519037,-2.882,0.435131598,-0.25519037,4.318,0.625131598,-1.904761905,5.35600907,-3,-0.14519037,4.318,-0.624868402,-11.90476191,5.35600907,-3,-0.25519037,0.508,0.625131598,-1.904761905,5.35600907,-3,-0.14519037,0.508,-0.624868402,-11.90476191,5.35600907,-3,,0.529452193,0.602537493,0.721358493,0.641448593,0.760269593,,-1.280431031
208004602,55,10,168,1,2,3,26.75736961,87,255,125.170068,45.354748,20.32,0.588375483,24.35859015,2.208977797,107017108,107003710,8,2,0.266356449,3.754367513,-12.20263039,0.26006803,-11.08,-0.071624517,-2.12,-2.331409852,-0.281624517,5.08,-2.141409852,-13.24263039,7.17006803,-3,-0.171624518,5.08,-3.391409852,-23.24263039,7.17006803,-3,-0.281624517,1.27,-2.141409852,-13.24263039,7.17006803,-3,-0.171624518,1.27,-3.391409852,-23.24263039,7.17006803,-3,,0.226588421,0.299673721,0.418494721,0.338584821,0.457405821,,-1.571079626
208004801,55,11,168,1,2,3,33.10657596,85,253,124.7165533,40.257984,29.464,0.532948377,25.55551014,2.442609806,107010905,107010008,8,2,0.218188093,4.583201514,-5.853424036,-0.19344671,-13.08,-0.127051623,7.024,-1.134489856,-0.337051623,14.224,-0.944489856,-6.893424036,6.71655329,-5,-0.227051623,14.224,-2.194489856,-16.89342404,6.71655329,-5,-0.337051623,10.414,-0.944489856,-6.893424036,6.71655329,-5,-0.227051623,10.414,-2.194489856,-16.89342404,6.71655329,-5,,0.339142946,0.412228246,0.531049246,0.451139346,0.569960346,,-1.45458448
208004903,55,11,168,1,2,3,29.02494331,85,253,116.0997732,43.612816,22.098,0.558686523,24.2548503,2.249607905,107016901,107015511,8,2,0.2483484,4.026601345,-9.93505669,-8.81022676,-13.08,-0.101313477,-0.342,-2.435149701,-0.311313477,6.858,-2.245149701,-10.97505669,-1.90022676,-5,-0.201313477,6.858,-3.495149701,-20.97505669,-1.90022676,-5,-0.311313477,3.048,-2.245149701,-10.97505669,-1.90022676,-5,-0.201313477,3.048,-3.495149701,-20.97505669,-1.90022676,-5,,0.19242292,0.26550822,0.38432922,0.30441932,0.42324032,,-1.607430031
208005004,55,11,168,1,2,3,33.10657596,85,253,125.170068,50.32248,22.098,0.607534367,25.90560041,2.456383598,107017108,107000305,8,2,0.247328783,4.043201063,-5.853424036,0.26006803,-13.08,-0.052465633,-0.342,-0.784399588,-0.262465633,6.858,-0.594399588,-6.893424036,7.17006803,-5,-0.152465633,6.858,-1.844399588,-16.89342404,7.17006803,-5,-0.262465633,3.048,-0.594399588,-6.893424036,7.17006803,-5,-0.152465633,3.048,-1.844399588,-16.89342404,7.17006803,-5,,0.27838378,0.35146908,0.47029008,0.39038018,0.50920118,,-1.521796404
