Idpig,ear,dam,sex,line,gen,bwt,fost_dam,wwt,sire,f_date,w_date,DateBled,BleedAge,WBC,RBC,Hemoglobin,Hematocrit,MCV,MCH,MCHC,RDW,Platelet-Auto,MPV,Neutrophil,Lymphocyte,Monocyte,Eosinophil,Basophil,UnidentifiedCells,PlateletsClumped
209003606,3606,1506,2,1,9,3.6,,18,605,11/10/2012,12/6/2012,12/27/2012,47,21.23,6.9,10.4,33.8,49,15.1,30.9,21.9,350,9.6,4.27,15.31,1.06,0.23,0.06,0.3,No
209003607,3607,1506,2,1,9,2.8,,15,605,11/10/2012,12/6/2012,12/27/2012,47,21.44,6.36,10,33.1,52,15.7,30.2,22.9,584,10.1,9.05,11.04,0.81,0.26,0.04,0.21,Yes
209003609,3609,1506,2,1,9,2.7,,14,605,11/10/2012,12/6/2012,12/27/2012,47,20.35,6.54,10.3,33.6,51.3,15.8,30.7,24.9,467,10.3,7.2,11.05,1.44,0.43,0.08,0.14,Yes
209003610,3610,1506,2,1,9,2.2,,14,605,11/10/2012,12/6/2012,12/27/2012,47,20.84,6.45,10,31.5,48.9,15.5,31.6,23,484,10.3,8.04,10.8,0.88,0.58,0.04,0.48,Yes
209003702,3702,1609,2,2,9,2.8,,16,8901,11/10/2012,12/6/2012,12/27/2012,47,18.54,6.88,10.8,35.3,51.4,15.7,30.5,21.7,687,8.6,4.13,12.53,1.33,0.41,0.07,0.07,No
209003703,3703,1609,2,2,9,2.5,,15,8901,11/10/2012,12/6/2012,12/27/2012,47,17.78,6.82,10.6,34.8,50.9,15.5,30.4,19.6,725,9.6,6.7,9.58,0.6,0.53,0.07,0.28,No
209003704,3704,1609,2,2,9,2.6,,16,8901,11/10/2012,12/6/2012,12/27/2012,47,12.77,5.93,10.9,33.6,56.7,18.4,32.4,19.2,816,8.9,5.82,5.8,0.37,0.66,0.01,0.1,No
209003809,3809,2012,2,1,9,2.6,,16,10501,11/11/2012,12/6/2012,12/27/2012,46,14.67,5.97,10.4,33.8,56.6,17.5,30.9,19.8,453,9.8,4.47,8.64,0.51,0.75,0.04,0.23,No
209003810,3810,2012,2,1,9,2.6,,14,10501,11/11/2012,12/6/2012,12/27/2012,46,17.8,6.7,11.3,35.4,52.8,16.9,32,19,331,11.3,6.73,9.45,0.98,0.48,0.09,0.05,No
209003811,3811,2012,2,1,9,3.1,,17,10501,11/11/2012,12/6/2012,12/27/2012,46,16.84,7.14,11.9,36.9,51.7,16.7,32.3,19.1,369,11.5,7.06,8.29,0.81,0.61,0.03,0.05,Yes
209003910,3910,3604,2,1,9,3.9,,18,10903,11/12/2012,12/6/2012,12/27/2012,45,20.36,6.22,9.4,31.8,51.1,15,29.4,22.6,642,9.6,6.29,12.42,0.96,0.35,0.08,0.26,No
209003911,3911,3604,2,1,9,3.4,,15,10903,11/12/2012,12/6/2012,12/27/2012,45,13.84,5.71,10.2,31.2,54.7,17.9,32.7,18.4,520,9.9,7.06,5.85,0.47,0.22,0.03,0.22,Yes
209003912,3912,3604,2,1,9,3.7,,16,10903,11/12/2012,12/6/2012,12/27/2012,45,19.74,5.97,10.7,32.7,54.9,18,32.7,17.2,507,10.3,9.06,8.84,0.89,0.69,0.04,0.24,Yes
209004004,4004,8108,2,2,9,2.8,,12,7603,11/13/2012,12/6/2012,12/27/2012,44,20.34,5.27,8.7,28,53.2,16.4,30.9,30.6,642,11,5.39,13.2,0.94,0.33,0.14,0.35,Yes
209004005,4005,8108,2,2,9,2.8,,12,7603,11/13/2012,12/6/2012,12/27/2012,44,14.34,6.46,9.9,33.1,51.2,15.3,29.8,21.8,710,10.1,6.42,6.81,0.6,0.2,0.04,0.26,No
209004006,4006,8108,2,2,9,2.7,,11,7603,11/13/2012,12/6/2012,12/27/2012,44,19.07,6.01,9.9,33.2,55.3,16.5,29.8,25.1,436,10.9,3.78,13.71,1.13,0.27,0.11,0.06,Yes
209004007,4007,8108,2,2,9,3.1,,11,7603,11/13/2012,12/6/2012,12/27/2012,44,15.52,6.41,10.2,33.9,52.9,15.9,30,24.7,822,9.1,2.79,11.21,1.09,0.33,0.05,0.06,Yes
209004008,4008,8108,2,2,9,3.2,,12,7603,11/13/2012,12/6/2012,12/27/2012,44,14.72,5.79,9.1,29.8,51.5,15.7,30.5,30,650,9.1,4.83,8.41,0.97,0.29,0.16,0.06,No
209004110,4110,4409,2,1,9,3,,15,5907,11/14/2012,12/6/2012,12/27/2012,43,12.09,6.12,10.1,32,52.3,16.5,31.5,22.7,381,11.7,5.59,5.66,0.44,0.36,0.02,0.04,Yes
209004111,4111,4409,2,1,9,2.8,,16,5907,11/14/2012,12/6/2012,12/27/2012,43,9.19,6.01,10.3,31.9,53,17.2,32.4,21.3,341,12.5,2.73,5.73,0.35,0.22,0.04,0.13,Yes
209004203,4203,9011,2,1,9,3.4,,13,605,11/14/2012,12/6/2012,12/27/2012,43,11.96,5.94,10.7,33.8,57,18,31.5,18.6,421,9.2,3.64,7.21,0.35,0.56,0.04,0.17,No
209004208,4208,9011,2,1,9,3.3,,13,605,11/14/2012,12/6/2012,12/27/2012,43,9.02,6.61,10.7,34.5,52.2,16.2,31,17.6,269,10.3,2.89,5.22,0.42,0.28,0.02,0.19,Yes
209004209,4209,9011,2,1,9,3,,12,605,11/14/2012,12/6/2012,12/27/2012,43,18.42,5.84,10.5,33,56.5,17.9,31.7,18.3,450,9.7,7.52,9.6,0.5,0.41,0.07,0.33,Yes
209004210,4210,9011,2,1,9,3.4,,13,605,11/14/2012,12/6/2012,12/27/2012,43,12.28,6,10.6,33.3,55.4,17.6,31.7,22.3,511,9.1,6.98,4.67,0.37,0.16,0.01,0.09,Yes
209004213,4213,9011,2,1,9,3,,12,605,11/14/2012,12/6/2012,12/27/2012,43,9.46,6.08,9.6,33.3,54.8,15.9,29,25.7,396,9.9,3.98,4.85,0.24,0.12,0.05,0.21,Yes
209004302,4302,407,2,2,9,3.4,,18,8901,11/14/2012,12/13/2012,12/27/2012,43,16.51,6.46,11,35.1,54.3,17,31.3,19.4,596,10.4,4.08,11.16,0.54,0.54,0.05,0.13,Yes
209004303,4303,407,2,2,9,3.1,,16,8901,11/14/2012,12/13/2012,12/27/2012,43,23.83,6.27,9.8,33.1,52.7,15.6,29.5,19.1,467,11.3,6.7,14.89,1.31,0.79,0.05,0.07,Yes
209004304,4304,407,2,2,9,2.9,,15,8901,11/14/2012,12/13/2012,12/27/2012,43,12.11,6.41,10.2,33.3,51.9,15.9,30.7,22,121,14.8,3.37,7.29,0.63,0.61,0.02,0.18,Yes
209004406,4406,2007,2,1,9,3.4,,14,605,11/15/2012,12/13/2012,12/27/2012,42,14.37,5.6,9.7,31.8,56.9,17.3,30.4,19.1,634,9.5,5.43,7.72,0.57,0.52,0.03,0.1,Yes
209004407,4407,2007,2,1,9,3.3,,14,605,11/15/2012,12/13/2012,12/27/2012,42,17.37,5.08,9.4,30.4,59.8,18.6,31,17.8,701,10.1,6.57,9.36,0.69,0.5,0.05,0.17,Yes
209004408,4408,2007,2,1,9,3,,15,605,11/15/2012,12/13/2012,12/27/2012,42,14.95,6.52,10.4,33.8,51.9,15.9,30.6,25.3,316,11.9,6.35,7.42,0.45,0.61,0.01,0.09,Yes
209004410,4410,2007,2,1,9,2.9,,17,605,11/15/2012,12/13/2012,12/27/2012,42,19.06,6.62,9.6,32.6,49.2,14.5,29.4,26.4,751,10.2,10.18,8.01,0.5,0.25,0.02,0.1,No
209004411,4411,2007,2,1,9,2.8,,15,605,11/15/2012,12/13/2012,12/27/2012,42,12.51,6.51,10.7,34.8,53.4,16.4,30.7,18.1,786,10.2,5.09,6.78,0.2,0.21,0.03,0.2,No
209004504,4504,4307,2,2,9,2.7,,14,5203,11/18/2012,12/13/2012,12/27/2012,39,18.61,6.46,8.6,29.6,45.9,13.4,29.2,25.9,269,8.5,10.18,6.98,0.65,0.63,0.06,0.11,Yes
209004505,4505,4307,2,2,9,2.9,,16,5203,11/18/2012,12/13/2012,12/27/2012,39,12.71,5.79,7.6,27.1,46.8,13.1,27.9,26.4,213,9.1,6.88,4.6,0.43,0.67,0.01,0.09,Yes
209004506,4506,4307,2,2,9,2.8,,16,5203,11/18/2012,12/13/2012,12/27/2012,39,15.84,6.19,8.5,29.2,47.2,13.7,29.1,27,880,10.3,6.35,8.46,0.59,0.29,0.03,0.13,Yes
209004606,4606,4608,2,2,9,2.8,,15,10101,11/19/2012,12/13/2012,12/27/2012,38,12.63,7.44,9.4,33.3,44.8,12.6,28.1,26.7,727,8,4.57,7.22,0.43,0.28,0.03,0.1,Yes
209004607,4607,4608,2,2,9,3.1,,14,10101,11/19/2012,12/13/2012,12/27/2012,38,13.2,6.52,9.4,31.2,47.9,14.4,30.1,24.6,533,11.1,5.35,7.02,0.44,0.28,0.03,0.11,No
209004608,4608,4608,2,2,9,2.8,,14,10101,11/19/2012,12/13/2012,12/27/2012,38,14.31,6.16,9.3,30.5,49.6,15,30.4,23.9,606,11.6,7.54,5.91,0.46,0.29,0.01,0.09,No
209004609,4609,4608,2,2,9,3,,13,10101,11/19/2012,12/13/2012,12/27/2012,38,14.52,6.51,9,31.4,48.2,13.9,28.8,24.2,912,10.7,6.77,6.8,0.54,0.35,0.03,0.03,Yes
209004610,4610,4608,2,2,9,2.5,,12,10101,11/19/2012,12/13/2012,12/27/2012,38,12.92,6.87,10.3,34.7,50.6,15,29.7,28,458,7.7,5.47,6.3,0.62,0.45,0.04,0.03,No
209004611,4611,4608,2,2,9,2.4,,12,10101,11/19/2012,12/13/2012,12/27/2012,38,9.08,5.85,9.1,31.4,53.7,15.6,29.1,27.1,631,10,3.73,4.73,0.35,0.18,0.02,0.07,Yes
209004706,4706,8008,2,2,9,3,,16,1602,11/20/2012,12/13/2012,12/27/2012,37,12.49,6.97,8.8,32.1,46.1,12.7,27.5,22.2,749,8.9,4.48,6.84,0.44,0.59,0.04,0.1,No
209004707,4707,8008,2,2,9,2.4,,16,1602,11/20/2012,12/13/2012,12/27/2012,37,14.28,6.66,9.2,31.7,47.6,13.9,29.2,19.6,624,10.7,4.57,8.25,0.71,0.61,0.01,0.1,No
209004807,4807,5307,2,1,9,2.4,,12,10903,11/20/2012,12/13/2012,12/27/2012,37,19.96,5.7,9.7,33.6,59,17,28.9,18.1,800,8.7,9.92,7.88,1.12,0.66,0.02,0.34,No
209004808,4808,5307,2,1,9,2.4,,14,10903,11/20/2012,12/13/2012,12/27/2012,37,17.75,6.18,10,31.9,51.6,16.1,31.2,26.1,841,10.1,8.54,7.65,0.62,0.66,0.05,0.21,Yes
209004809,4809,5307,2,1,9,1.8,,12,10903,11/20/2012,12/13/2012,12/27/2012,37,12.97,5.82,10.6,33.6,57.6,18.3,31.7,21.9,365,11.4,5.75,6.11,0.48,0.51,0.04,0.1,Yes
209004906,4906,2305,2,1,9,4.1,,19,10501,11/20/2012,12/13/2012,12/27/2012,37,16.24,7.16,10.8,37.9,52.9,15,28.4,22.6,533,10.3,5.99,9.08,0.65,0.44,0.05,0.03,No
209004907,4907,2305,2,1,9,3.9,,15,10501,11/20/2012,12/13/2012,12/27/2012,37,13.91,6.51,10.6,35.1,53.9,16.2,30.1,19.7,703,9.8,6.41,6.37,0.53,0.46,0.03,0.11,No
209004908,4908,2305,2,1,9,4.3,,18,10501,11/20/2012,12/13/2012,12/27/2012,37,13.57,6.57,10,33.8,51.5,15.3,29.6,22.7,502,12.3,4.61,7.84,0.39,0.6,0.03,0.08,No
209004909,4909,2305,2,1,9,4.1,,17,10501,11/20/2012,12/13/2012,12/27/2012,37,17.63,7.43,10.4,36.4,49.1,13.9,28.4,21.9,715,11.1,8.18,7.97,0.58,0.53,0.07,0.32,Yes
209004910,4910,2305,2,1,9,4.6,,16,10501,11/20/2012,12/13/2012,12/27/2012,37,15.95,5.77,10,32.9,57,17.3,30.5,17.4,671,10.8,6.62,8.36,0.45,0.4,0.02,0.1,Yes
209005005,5005,6812,2,1,9,3.3,,14,10501,11/21/2012,12/13/2012,12/27/2012,36,16.55,6.82,11.4,38.8,56.9,16.8,29.5,15.8,498,11.3,7.66,7.48,0.63,0.7,0.05,0.03,Yes
209005006,5006,6812,2,1,9,3.1,,15,10501,11/21/2012,12/13/2012,12/27/2012,36,13.66,6.34,10.1,34.5,54.4,15.9,29.3,22.8,727,9.8,5,7.43,0.64,0.46,0.03,0.1,Yes
209005007,5007,6812,2,1,9,2.9,,13,10501,11/21/2012,12/13/2012,12/27/2012,36,13.84,6.37,10.5,35.3,55.4,16.4,29.7,20.6,916,10.1,5.26,7.57,0.51,0.37,0.04,0.08,Yes
209005103,5103,10605,2,2,9,4.1,,14,1602,11/24/2012,12/13/2012,1/2/2013,39,14.15,6.11,8.9,30.9,50.5,14.6,28.9,27.5,742,8.6,3.96,9.14,0.76,0.14,0.07,0.06,Yes
209005104,5104,10605,2,2,9,3.2,,13,1602,11/24/2012,12/13/2012,1/2/2013,39,9.96,5.92,9.9,31.6,53.4,16.8,31.4,23.2,329,10.1,4.77,4.54,0.25,0.24,0.03,0.13,Yes
209005105,5105,10605,2,2,9,2.9,,10,1602,11/24/2012,12/13/2012,1/2/2013,39,10.25,6.48,10.7,35.6,54.9,16.5,30.1,22,278,9.7,4.2,5.21,0.37,0.26,0.04,0.18,No
209005106,5106,10605,2,2,9,2.5,,10,1602,11/24/2012,12/13/2012,1/2/2013,39,7.9,5.96,10.2,34.6,58.1,17.1,29.5,20,351,11.3,3.54,3.77,0.26,0.16,0.03,0.13,Yes
209005107,5107,10605,2,2,9,2.4,,8,1602,11/24/2012,12/13/2012,1/2/2013,39,10.71,5.41,9.5,31.3,57.9,17.6,30.3,21.5,449,10.2,2.29,7.52,0.45,0.13,0.05,0.27,No
209005205,5205,9708,2,2,9,3.7,,13,5501,11/25/2012,12/13/2012,1/2/2013,38,9.24,6.06,9.8,33.2,54.8,16.1,29.4,22.3,324,11.7,4.35,4.05,0.35,0.25,0.03,0.21,Yes
209005206,5206,9708,2,2,9,4,,15,5501,11/25/2012,12/13/2012,1/2/2013,38,10.91,5.72,10,32.1,56.2,17.5,31.2,20.5,398,11.7,4.28,5.86,0.39,0.2,0.04,0.14,Yes
209005207,5207,9708,2,2,9,3.9,,14,5501,11/25/2012,12/13/2012,1/2/2013,38,10.45,6.59,9.4,30.8,46.7,14.2,30.4,22.8,661,10,2.49,7.26,0.3,0.29,0.03,0.07,Yes
209005208,5208,9708,2,2,9,3.7,,14,5501,11/25/2012,12/13/2012,1/9/2013,45,23.79,7.03,11.5,37.9,53.9,16.3,30.2,16.8,324,11.9,6.38,15.42,1.43,0.33,0.12,0.12,Yes
209005209,5209,9708,2,2,9,4,,14,5501,11/25/2012,12/13/2012,1/2/2013,38,9.41,6.25,11.2,35.7,57.2,17.9,31.3,17.9,344,11.4,3.97,4.82,0.37,0.15,0.03,0.08,Yes
209005210,5210,9708,2,2,9,3,,12,5501,11/25/2012,12/13/2012,1/2/2013,38,11.39,5.69,8.9,30.4,53.4,15.7,29.4,22.4,214,12.7,3.39,6.78,0.69,0.46,0.05,0.03,Yes
209005307,5307,9009,2,1,9,3.8,,11,10903,11/25/2012,12/13/2012,1/2/2013,38,12.21,6.11,10.8,34.9,57.1,17.8,31.1,17.8,447,10.5,5.6,5.98,0.24,0.27,0.02,0.09,No
209005308,5308,9009,2,1,9,3,,11,10903,11/25/2012,12/13/2012,1/2/2013,38,9.44,6.14,11.1,36.5,59.5,18.2,30.5,19.3,352,10.7,3.71,4.93,0.24,0.39,0.03,0.15,Yes
209005309,5309,9009,2,1,9,3.4,,12,10903,11/25/2012,12/13/2012,1/2/2013,38,11.33,6.23,10.9,36.4,58.4,17.4,29.8,18.6,442,10.1,4.83,5.55,0.49,0.4,0.01,0.07,Yes
209005404,5404,5706,2,2,9,2.9,,11,5501,11/27/2012,12/27/2012,1/9/2013,43,10.37,6.2,10.6,36.3,58.6,17.2,29.3,19.1,483,9.2,2.91,6.23,0.64,0.33,0.03,0.22,Yes
209005405,5405,5706,2,2,9,3.2,,18,5501,11/27/2012,12/27/2012,1/9/2013,43,15.19,6.77,10.7,36.6,54.1,15.8,29.3,23.6,544,10.4,3.63,10.42,0.55,0.24,0.06,0.3,No
209005406,5406,5706,2,2,9,3.4,,22,5501,11/27/2012,12/27/2012,1/2/2013,36,10.32,6.35,7.4,27.8,43.7,11.7,26.8,30.5,1054,10.8,3.73,6.04,0.35,0.18,0.02,0.01,Yes
209005407,5407,5706,2,2,9,2.7,,16,5501,11/27/2012,12/27/2012,1/2/2013,36,10.17,6.08,8.9,31.5,51.8,14.6,28.2,29.5,974,9.7,3.95,5.54,0.36,0.25,0.02,0.05,Yes
209005408,5408,5706,2,2,9,2.6,,20,5501,11/27/2012,12/27/2012,1/2/2013,36,10.4,6.83,9,32.2,47.2,13.2,27.9,29.1,965,11,3.16,6.56,0.3,0.29,0.02,0.06,Yes
209005409,5409,5706,2,2,9,2.2,,12,5501,11/27/2012,12/27/2012,1/2/2013,36,7.94,6.06,11.4,36.1,59.5,18.8,31.5,14.9,579,11.7,3.08,4.28,0.28,0.24,0.02,0.05,Yes
209005507,5507,6811,2,1,9,2.6,,16,5106,11/28/2012,12/27/2012,1/2/2013,35,9.27,6.66,10.6,36.2,54.4,15.9,29.2,25.5,630,9.5,3.84,4.74,0.3,0.32,0.01,0.06,Yes
209005509,5509,6811,2,1,9,2.3,,15,5106,11/28/2012,12/27/2012,1/2/2013,35,10.16,6.47,9.5,33.4,51.6,14.7,28.6,28.1,823,9.5,4.11,5.43,0.29,0.24,0.02,0.06,Yes
209005510,5510,6811,2,1,9,2.6,,15,5106,11/28/2012,12/27/2012,1/2/2013,35,7.68,7.16,10.4,36.3,50.7,14.5,28.7,27.4,659,9.5,2.78,4.42,0.27,0.15,0.01,0.05,Yes
209005511,5511,6811,2,1,9,2.8,,17,5106,11/28/2012,12/27/2012,1/2/2013,35,6.89,6.88,10,36.2,52.6,14.6,27.7,33.5,875,9.3,2.51,3.75,0.33,0.22,0.01,0.06,No
209005512,5512,6811,2,1,9,2.2,,14,5106,11/28/2012,12/27/2012,1/2/2013,35,5.97,6.54,8.7,31.1,47.6,13.2,27.8,33.5,525,7.8,2.08,3.3,0.24,0.29,0.01,0.06,No
209005604,5604,11108,2,2,9,3.1,,19,5501,11/29/2012,12/27/2012,1/9/2013,41,13.91,7.27,11.7,40.4,55.5,16.1,29,23.1,523,9.5,4.08,8.85,0.53,0.35,0.07,0.04,No
209005605,5605,11108,2,2,9,3.5,,17,5501,11/29/2012,12/27/2012,1/9/2013,41,9.35,6.56,10.4,34.7,52.9,15.9,30,18.8,492,9.2,2.19,6.45,0.37,0.23,0.03,0.07,Yes
209005705,5705,5009,2,1,9,2.8,,20,2301,11/29/2012,12/27/2012,1/9/2013,41,12.54,7.16,12,38.6,53.9,16.8,31.2,24.9,466,11,3.12,8.61,0.61,0.11,0.04,0.04,No
209005706,5706,5009,2,1,9,3.2,,20,2301,11/29/2012,12/27/2012,1/9/2013,41,7.67,7.82,10.7,35.7,45.7,13.7,29.9,29.5,626,7.4,0.93,5.35,0.77,0.27,0.02,0.32,No
209005708,5708,5009,2,1,9,2.9,,20,2301,11/29/2012,12/27/2012,1/9/2013,41,10.57,7.2,11.1,37.7,52.4,15.4,29.4,27.6,502,11.7,0.93,8.45,0.78,0.23,0.03,0.14,Yes
209005807,5807,2409,2,1,9,2.8,,16,2301,11/29/2012,12/27/2012,1/9/2013,41,11.23,7.05,11.4,37.5,53.2,16.2,30.4,27.7,315,8.4,4,6.31,0.43,0.3,0.03,0.16,Yes
209005810,5810,2409,2,1,9,2.2,10805,15,2301,11/29/2012,12/27/2012,1/9/2013,41,16.7,6.61,11.2,36.1,54.6,16.9,30.9,22.2,471,11.3,7.65,8.03,0.35,0.33,0.07,0.28,No
209005812,5812,2409,2,1,9,2.1,,14,2301,11/29/2012,12/27/2012,1/9/2013,41,11.98,6.93,10.4,36.5,52.7,15,28.4,28.3,620,10.8,4.32,6.88,0.56,0.14,0.02,0.05,Yes
209005814,5814,2409,2,1,9,2.7,,16,2301,11/29/2012,12/27/2012,1/9/2013,41,11.68,7.12,11.7,40.6,57,16.4,28.8,27.5,422,8.1,3.45,7.41,0.58,0.19,0.02,0.04,No
209005815,5815,2409,2,1,9,1.6,,14,2301,11/29/2012,12/27/2012,1/9/2013,41,10.72,6.68,9.6,35,52.4,14.4,27.6,30,395,8.5,4.41,5.55,0.44,0.18,0.02,0.12,Yes
209006006,6006,10808,2,1,9,2.7,,17,10903,11/30/2012,12/27/2012,1/9/2013,40,16.77,7.26,10.8,35.9,49.4,14.9,30.1,28.8,773,7.6,7.98,7.6,0.5,0.44,0.03,0.2,Yes
209006007,6007,10808,2,1,9,3,,17,10903,11/30/2012,12/27/2012,1/9/2013,40,17.23,6.83,9.7,34,49.7,14.2,28.6,28.2,934,9.4,10.15,5.93,0.48,0.5,0.02,0.16,Yes
209006008,6008,10808,2,1,9,3,,18,10903,11/30/2012,12/27/2012,1/9/2013,40,18.29,6.19,9,31.7,51.1,14.5,28.4,28.2,865,9.2,12.14,4.83,0.79,0.26,0.04,0.24,No
209006009,6009,10808,2,1,9,2.6,,14,10903,11/30/2012,12/27/2012,1/9/2013,40,14.15,6.25,10,32,51.2,16,31.3,22.1,389,10.9,7.22,5.67,0.61,0.38,0.01,0.25,Yes
209006105,6105,8109,2,2,9,3.6,,17,5203,12/2/2012,12/27/2012,1/9/2013,38,13.44,6.26,8.3,29,46.3,13.3,28.7,25.6,720,9.6,2.51,9.56,0.85,0.43,0.04,0.05,No
209006106,6106,8109,2,2,9,4,,21,5203,12/2/2012,12/27/2012,1/9/2013,38,10.27,6.59,9.4,34.2,51.9,14.2,27.4,28.6,766,10,3.85,5.51,0.41,0.25,0.05,0.18,No
209006107,6107,8109,2,2,9,3.1,,14,5203,12/2/2012,12/27/2012,1/9/2013,38,12.32,6.35,10.1,34.4,54.2,15.9,29.4,26.2,904,9.2,3.49,7.77,0.51,0.42,0.05,0.1,No
209006206,6206,2809,2,2,9,3,,16,1602,12/2/2012,12/27/2012,1/9/2013,38,19.39,6.44,10.1,33.8,52.5,15.6,29.8,21.2,629,10.6,10.08,8.09,0.76,0.37,0.04,0.04,Yes
209006207,6207,2809,2,2,9,2.3,,15,1602,12/2/2012,12/27/2012,1/9/2013,38,17.36,6.79,9.3,33.6,49.5,13.8,27.8,28.2,423,8.1,10.05,6.21,0.66,0.24,0.03,0.17,Yes
209006208,6208,2809,2,2,9,2.3,,15,1602,12/2/2012,12/27/2012,1/9/2013,38,22.88,7.48,8.2,29.1,38.9,10.9,28.1,27.9,571,7.4,12.58,9.2,0.45,0.27,0.02,0.34,Yes
209006209,6209,2809,2,2,9,2.3,,11,1602,12/2/2012,12/27/2012,1/9/2013,38,12.85,6.54,9,29.5,45.1,13.7,30.4,24.3,1045,9.9,3.88,7.9,0.65,0.25,0.01,0.14,Yes
209006310,6310,809,2,1,9,2.6,9806,16,10903,12/3/2012,12/27/2012,1/9/2013,37,13.2,6.97,10.4,35.1,50.4,14.9,29.6,26.7,765,9.9,5.83,6.28,0.59,0.26,0.03,0.2,No
209006311,6311,809,2,1,9,2.9,9806,18,10903,12/3/2012,12/27/2012,1/9/2013,37,20.58,7.13,10.1,33.8,47.4,14.2,30,28.2,1005,10.4,8.56,10.35,0.64,0.58,0.04,0.39,Yes
209006312,6312,809,2,1,9,2.2,811,12,10903,12/3/2012,12/27/2012,1/9/2013,37,14.41,5.6,9.1,30.3,54.1,16.3,30.2,25.5,895,10.2,6.67,6.46,0.99,0.2,0.03,0.06,Yes
209003301,3301,5411,2,2,9,2.3,,12,1602,11/9/2012,12/6/2012,12/14/2012,35,17.04,6.98,8.7,29.5,42.3,12.4,29.4,29.6,422,7.4,10.75,5.47,0.22,0.1,0.03,0.44,Yes
209003302,3302,5411,2,2,9,2.3,,12,1602,11/9/2012,12/6/2012,12/14/2012,35,9.66,7.04,9.9,33.5,47.5,14.1,29.6,26.1,176,7.6,6.47,2.56,0.19,0.08,0.02,0.34,No
209003303,3303,5411,2,2,9,2.3,,14,1602,11/9/2012,12/6/2012,12/14/2012,35,18.91,7.19,10.2,34.3,47.7,14.2,29.8,25.4,171,8.2,11.79,5.71,0.16,0.26,0.06,0.93,Yes
208000103,103,406,3,2,8,2.9,,15,13002,7/17/2011,8/11/2011,8/26/2011,40,19.01,5.85,9.1,31.2,53.3,15.6,29.2,24,642,9.3,11.46,6.58,0.59,0.11,0.02,0.25,Yes
208000104,104,406,3,2,8,2.9,,12.5,13002,7/17/2011,8/11/2011,8/26/2011,40,22.27,6.08,9.6,32.4,53.3,15.9,29.8,19.1,545,10,14.43,6.86,0.51,0.09,0.02,0.36,Yes
208000105,105,406,3,2,8,2.5,,14,13002,7/17/2011,8/11/2011,8/26/2011,40,18.12,6.24,10.3,34.2,54.8,16.5,30.2,18.7,479,9.2,11.25,5.87,0.82,0.11,0.02,0.05,Yes
208000201,201,9711,3,2,8,3.2,,15,9502,7/17/2011,8/11/2011,8/26/2011,40,24.8,5.43,9.2,30.5,56.1,17,30.3,20.9,438,9.5,16.44,7.12,0.45,0.22,0.05,0.55,Yes
208000204,204,9711,3,2,8,3.3,,16,9502,7/17/2011,8/11/2011,8/26/2011,40,20.16,5.73,10.3,33.5,58.4,18,30.8,18.5,625,9.5,13.12,6.47,0.2,0.1,0.02,0.24,Yes
208000301,301,17008,3,1,8,3.7,,14,15901,7/18/2011,8/11/2011,8/26/2011,39,12.12,6.62,10.5,34.7,52.4,15.8,30.2,21.9,694,8.3,6,5.37,0.42,0.16,0.02,0.15,Yes
208000302,302,17008,3,1,8,3,,13,15901,7/18/2011,8/11/2011,8/26/2011,39,11.1,6.46,10.1,32.8,50.7,15.6,30.8,21.7,836,9.2,6.58,3.91,0.23,0.13,0.01,0.24,Yes
208000307,307,17008,3,1,8,2.4,,12,15901,7/18/2011,8/11/2011,8/26/2011,39,19.23,6.69,10.4,34,50.9,15.6,30.6,22.8,807,8.6,10.77,7.67,0.29,0.13,0.02,0.33,Yes
208000402,402,13003,3,2,8,2.8,,14,504,7/18/2011,8/11/2011,8/26/2011,39,17.14,6.06,10.2,34.5,56.9,16.8,29.6,17,744,9.6,7.25,9.02,0.7,0.09,0.02,0.07,Yes
208000404,404,13003,3,2,8,2.4,,13,504,7/18/2011,8/11/2011,8/26/2011,39,21.53,6.14,10.5,34.5,56.1,17.1,30.4,18.9,582,10.2,6.78,13.43,0.67,0.24,0.04,0.34,Yes
208000405,405,13003,3,2,8,2.3,,13,504,7/18/2011,8/11/2011,8/26/2011,39,15.85,6.39,11.2,36,56.4,17.6,31.2,16.8,474,9.1,8.69,6.31,0.6,0.16,0.03,0.06,Yes
208000504,504,11804,3,1,8,3,,12,10905,7/19/2011,8/11/2011,8/26/2011,38,18.53,6.11,10.5,34.1,55.9,17.2,30.8,16.5,513,10.8,11.49,6.15,0.37,0.13,0.02,0.37,Yes
208000507,507,11804,3,1,8,2.3,,9.5,10905,7/19/2011,8/11/2011,8/26/2011,38,27.25,5.91,11.4,36.2,61.3,19.2,31.3,15.7,566,10.4,19.1,7.06,0.55,0.22,0.03,0.3,No
208000602,602,3408,3,1,8,3,,11.5,11403,7/20/2011,8/11/2011,8/26/2011,37,13.99,5.79,11,36.1,62.4,19,30.4,21.5,552,10.7,7.13,5.88,0.76,0.11,0.03,0.08,Yes
208000605,605,3408,3,1,8,2.6,,11.5,11403,7/20/2011,8/11/2011,8/26/2011,37,16.91,5.95,10.3,34.9,58.6,17.2,29.4,19.2,340,11.7,10.96,4.94,0.29,0.2,0.05,0.47,Yes
