Idpig,ear,dam,sex,line,gen,bwt,fost_dam,wwt,sire,f_date,w_date,DateBled,BleedAge,WBC,RBC,Hemoglobin,Hematocrit,MCV,MCH,MCHC,RDW,Platelet-Auto,MPV,Neutrophil,Lymphocyte,Monocyte,Eosinophil,Basophil,UnidentifiedCells,PlateletsClumped
208005405,5405,808,3,2,8,3.1,,17,2301,8/1/2011,8/25/2011,9/7/2011,37,25.26,6.07,6.8,25.2,41.5,11.3,27.2,28.7,1626,11.6,16.29,7.48,0.76,0.13,0.03,0.56,Yes
208005601,5601,10507,3,2,8,3.5,,16,12802,8/2/2011,8/25/2011,9/7/2011,36,13.27,6.61,8,28.8,43.6,12.2,27.9,25.7,787,14.5,4.96,6.82,0.46,0.7,0.03,0.27,Yes
208005602,5602,10507,3,2,8,3.1,,17,12802,8/2/2011,8/25/2011,9/7/2011,36,16.25,6.74,8.8,31.8,47.2,13,27.6,24.6,647,11.7,8.58,6.18,0.96,0.47,0.03,0.05,Yes
208005608,5608,10507,3,2,8,2.8,,15,12802,8/2/2011,8/25/2011,9/7/2011,36,15.4,6.33,9.1,32.6,51.5,14.4,27.9,22.8,679,10.6,7.22,7.08,0.4,0.29,0.05,0.39,Yes
209003001,3001,5309,3,1,9,3.1,,17,2402,11/6/2012,12/6/2012,12/14/2012,38,14.3,6.8,10.4,34.4,50.6,15.3,30.3,35,285,7.2,6.79,6.44,0.41,0.21,0.03,0.43,Yes
209003003,3003,5309,3,1,9,3.2,,19,2402,11/6/2012,12/6/2012,12/14/2012,38,15.91,6.56,9.2,30.1,46,14,30.4,25.9,511,8,8.18,6.89,0.21,0.13,0.03,0.49,No
209003005,3005,5309,3,1,9,2.8,,18,2402,11/6/2012,12/6/2012,12/14/2012,38,12.54,6.26,9.4,31.6,50.4,15,29.8,31.8,592,6.4,7.27,4.29,0.3,0.34,0.01,0.33,No
209003101,3101,810,3,1,9,3.2,,19,5106,11/7/2012,12/6/2012,12/14/2012,37,13.73,5.86,10.2,32.4,55.2,17.4,31.4,18.4,268,12.6,6.14,6.65,0.62,0.15,0.03,0.15,Yes
209003102,3102,810,3,1,9,3.3,,20,5106,11/7/2012,12/6/2012,12/14/2012,37,15.33,6.97,9.5,32.1,46,13.7,29.8,27.6,442,7.5,6.45,7.99,0.31,0.18,0.03,0.37,Yes
209003103,3103,810,3,1,9,3,,17,5106,11/7/2012,12/6/2012,12/14/2012,37,15,6.83,9.2,31.1,45.6,13.5,29.6,29.3,610,7.6,8.6,5.58,0.26,0.12,0.02,0.44,Yes
209003104,3104,810,3,1,9,3,,20,5106,11/7/2012,12/6/2012,12/14/2012,37,9.46,6.87,7.4,27.6,40.2,10.8,26.9,31.5,632,6.9,4.39,4.61,0.12,0.09,0.01,0.26,Yes
209003108,3108,810,3,1,9,2.9,,15,5106,11/7/2012,12/6/2012,12/14/2012,37,10.27,6.84,6.2,24.3,35.5,9,25.5,29.6,538,7.1,4.25,5.55,0.17,0.04,0.01,0.26,Yes
209003202,3202,9106,3,2,9,2.3,5411,18,5501,11/8/2012,12/6/2012,12/14/2012,36,13.83,6.97,10.6,36.4,52.3,15.2,29.1,25.6,227,7.1,5.95,6.93,0.39,0.24,0.01,0.32,Yes
209003401,3401,2908,3,2,9,3.6,,23,1602,11/8/2012,12/6/2012,12/14/2012,36,15.58,8.07,9.5,34.4,42.6,11.8,27.7,28.5,773,6.5,6.6,8.04,0.53,0.33,0.03,0.06,Yes
209003402,3402,2908,3,2,9,3.5,,19,1602,11/8/2012,12/6/2012,12/14/2012,36,14.97,7.62,8.5,29.3,38.5,11.2,29,31.3,775,6.7,9.45,4.82,0.18,0.08,0.02,0.43,Yes
209003403,3403,2908,3,2,9,3.6,,23,1602,11/8/2012,12/6/2012,12/14/2012,36,11.64,7.42,9.6,33.7,45.4,12.9,28.4,28.6,896,9.1,2.71,7.97,0.35,0.14,0.02,0.44,Yes
209003404,3404,2908,3,2,9,2.8,,18,1602,11/8/2012,12/6/2012,12/14/2012,36,13.54,7.59,8.5,30.1,39.6,11.2,28.3,29.3,640,7,7.53,5.24,0.31,0.12,0.01,0.32,Yes
209003405,3405,2908,3,2,9,2.7,,17,1602,11/8/2012,12/6/2012,12/14/2012,36,16.37,7.52,9.3,33.3,44.3,12.4,28,29,572,7.1,6.04,9.17,0.28,0.11,0.03,0.74,Yes
209003407,3407,2908,3,2,9,2.7,,16,1602,11/8/2012,12/6/2012,12/14/2012,36,9.92,7.45,8.5,30.3,40.6,11.4,28,31.8,319,7.4,5.44,3.48,0.26,0.42,0.01,0.31,Yes
209003501,3501,4512,3,1,9,3.1,,18,5106,11/9/2012,12/6/2012,12/14/2012,35,9.77,6.47,9.8,33,51,15.2,29.8,29.4,541,8.6,4.78,4.37,0.29,0.12,0.01,0.21,No
209003503,3503,4512,3,1,9,2.3,,16,5106,11/9/2012,12/6/2012,12/14/2012,35,16.5,6.32,10,33.6,53.2,15.8,29.7,24.5,379,8,11.42,4.22,0.18,0.15,0.02,0.5,No
209003504,3504,4512,3,1,9,2.2,,17,5106,11/9/2012,12/6/2012,12/14/2012,35,6.03,6.58,10,34.1,51.8,15.2,29.4,26.1,839,8.1,2.88,2.65,0.21,0.1,0.01,0.17,No
209003601,3601,1506,3,1,9,3.6,,19,605,11/10/2012,12/6/2012,12/27/2012,47,20.41,6.58,10.2,32.7,49.7,15.5,31.2,24.9,545,10.2,6.8,11.94,0.73,0.49,0.08,0.35,Yes
209003602,3602,1506,3,1,9,3.5,,18,605,11/10/2012,12/6/2012,12/27/2012,47,15.58,6.96,12,37.5,54,17.2,31.9,20.9,524,13.4,5.95,8.54,0.53,0.2,0.06,0.28,No
209003603,3603,1506,3,1,9,3.3,,16,605,11/10/2012,12/6/2012,12/27/2012,47,17.95,6.41,10.5,34.3,53.6,16.4,30.7,20.5,546,9.9,7.34,9.39,0.56,0.38,0.05,0.27,Yes
209003701,3701,1609,3,2,9,2.8,,17,8901,11/10/2012,12/6/2012,12/27/2012,47,13.73,6.46,10,32.8,50.8,15.5,30.5,26.5,316,7.2,3.76,8.83,0.58,0.36,0.03,0.19,Yes
209003802,3802,2012,3,1,9,3,,17,10501,11/11/2012,12/6/2012,12/27/2012,46,17.15,6.54,10.2,31.8,48.7,15.6,32,22.9,344,11,4.68,11.3,0.79,0.27,0.09,0.05,Yes
209003803,3803,2012,3,1,9,3.3,,17,10501,11/11/2012,12/6/2012,12/27/2012,46,20.08,6.27,10.2,33.7,53.7,16.2,30.1,19.8,267,11.8,7.11,11.43,0.7,0.5,0.08,0.26,Yes
209003804,3804,2012,3,1,9,3.2,,17,10501,11/11/2012,12/6/2012,12/27/2012,46,19.27,6.56,11,34.2,52.1,16.8,32.2,19.9,532,9.7,7.23,9.52,1.04,1.1,0.06,0.31,Yes
209003901,3901,3604,3,1,9,3.8,,19,10903,11/12/2012,12/6/2012,12/27/2012,45,18.11,6.41,10.8,34.8,54.3,16.8,31,19.8,745,8.7,7.62,9.16,0.65,0.4,0.07,0.22,Yes
209003902,3902,3604,3,1,9,3.5,,17,10903,11/12/2012,12/6/2012,12/27/2012,45,15.84,6.22,10,32,51.4,16,31.1,23.8,682,8.6,6.81,7.89,0.7,0.36,0.02,0.05,No
209003903,3903,3604,3,1,9,3.3,,14,10903,11/12/2012,12/6/2012,12/27/2012,45,14.69,5.75,9.6,30,52.2,16.7,32,22.3,337,11.3,8.65,4.77,0.51,0.54,0.04,0.18,Yes
209003904,3904,3604,3,1,9,3.4,,16,10903,11/12/2012,12/6/2012,12/27/2012,45,21.49,6.73,10.5,33.5,49.8,15.5,31.2,23.6,910,8.5,10.96,8.34,1.16,0.6,0.09,0.34,Yes
209003906,3906,3604,3,1,9,3.1,,17,10903,11/12/2012,12/6/2012,12/27/2012,45,19.51,6.44,9.6,32.1,49.8,14.9,29.9,22.1,510,8.5,6.67,10.55,1.62,0.49,0.08,0.08,No
209004001,4001,8108,3,2,9,3.1,,12,7603,11/13/2012,12/6/2012,12/27/2012,44,21.21,6.46,10.1,34,52.7,15.6,29.7,26.1,836,8.9,4.62,14.97,0.98,0.25,0.19,0.19,Yes
209004002,4002,8108,3,2,9,2.7,,11,7603,11/13/2012,12/6/2012,12/27/2012,44,15.4,5.95,9.6,31.6,53.2,16.1,30.3,22.7,413,9.9,4.93,9.3,0.6,0.26,0.12,0.2,Yes
209004003,4003,8108,3,2,9,2.3,,11,7603,11/13/2012,12/6/2012,12/27/2012,44,17.09,5.86,10,33.2,56.6,17.1,30.1,21,401,9.7,3.54,11.76,0.89,0.41,0.09,0.39,Yes
209004101,4101,4409,3,1,9,3.4,,16,5907,11/14/2012,12/6/2012,12/27/2012,43,17.56,6.51,10.5,33.7,51.8,16.1,31.2,21.5,669,10.1,9.38,7.32,0.3,0.35,0.02,0.18,Yes
209004102,4102,4409,3,1,9,3.3,,17,5907,11/14/2012,12/6/2012,12/27/2012,43,19.91,5.99,10.5,31.8,53.1,17.6,33.1,22.3,387,11.3,8.88,9.52,0.9,0.38,0.04,0.2,Yes
209004103,4103,4409,3,1,9,3.5,,18,5907,11/14/2012,12/6/2012,12/27/2012,43,17.51,6.6,11.5,34.2,51.9,17.4,33.6,20.2,58,8,5.32,10.3,0.88,0.75,0.07,0.21,Yes
209004105,4105,4409,3,1,9,3,,16,5907,11/14/2012,12/6/2012,12/27/2012,43,14.37,6.16,10.3,32.1,52.1,16.7,32,25.5,100,9.3,6.84,6.18,0.52,0.7,0.01,0.13,Yes
209004107,4107,4409,3,1,9,3,,17,5907,11/14/2012,12/6/2012,12/27/2012,43,20.74,6.66,10.9,35,52.6,16.3,31,21.5,745,10,11.43,8.34,0.48,0.31,0.06,0.1,No
209004201,4201,9011,3,1,9,3.5,,14,605,11/14/2012,12/6/2012,12/27/2012,43,8.59,6.24,10.8,34.7,55.6,17.3,31.2,21.8,504,10.2,3.01,5.15,0.19,0.12,0.02,0.1,No
209004202,4202,9011,3,1,9,3.3,,12,605,11/14/2012,12/6/2012,12/27/2012,43,6.75,5.83,10.7,34.9,59.9,18.3,30.5,20.2,440,10.4,3.25,3.25,0.07,0.13,0.01,0.05,No
209004206,4206,9011,3,1,9,2.9,,12,605,11/14/2012,12/6/2012,12/27/2012,43,10.34,5.93,9.9,32.8,55.4,16.7,30.2,20.4,362,8.5,3.18,6.15,0.52,0.42,0.04,0.04,Yes
209004301,4301,407,3,2,9,2.6,,16,8901,11/14/2012,12/13/2012,12/27/2012,43,14.43,6.14,10.3,33,53.8,16.7,31,24.5,525,10.4,5.22,7.97,0.49,0.43,0.06,0.25,Yes
209004401,4401,2007,3,1,9,3.4,,16,605,11/15/2012,12/13/2012,12/27/2012,42,14.9,6.19,10.8,34.1,55.1,17.5,31.8,20.2,605,10.5,5.68,8.36,0.48,0.21,0.03,0.15,Yes
209004402,4402,2007,3,1,9,3.3,,17,605,11/15/2012,12/13/2012,12/27/2012,42,15.23,6.5,10.8,35.1,54,16.6,30.7,20.1,608,10.2,3.93,10.33,0.29,0.4,0.05,0.26,Yes
209004405,4405,2007,3,1,9,3.3,,17,605,11/15/2012,12/13/2012,12/27/2012,42,16.67,6.19,10.2,33.5,54.1,16.4,30.4,23.7,733,9.7,7.08,8.49,0.57,0.4,0.03,0.12,Yes
209004501,4501,4307,3,2,9,3.4,,15,5203,11/18/2012,12/13/2012,12/27/2012,39,18.78,6.39,9.1,30.9,48.4,14.2,29.4,25.9,429,11.1,6.01,11.51,0.73,0.3,0.06,0.17,No
209004502,4502,4307,3,2,9,2.9,,15,5203,11/18/2012,12/13/2012,12/27/2012,39,15.79,6.78,7.9,28.4,41.9,11.6,27.6,27.6,887,7.7,4.37,10.5,0.6,0.24,0.05,0.03,Yes
209004503,4503,4307,3,2,9,2,,14,5203,11/18/2012,12/13/2012,12/27/2012,39,12.55,6.18,7.9,28.2,45.6,12.7,27.9,28,389,8.6,4.58,6.81,0.56,0.48,0.03,0.1,Yes
209004601,4601,4608,3,2,9,3.3,,16,10101,11/19/2012,12/13/2012,12/27/2012,38,13.43,6.93,9,31.3,45.2,13,28.8,26.8,825,7.9,4.69,7.59,0.54,0.46,0.03,0.15,Yes
209004602,4602,4608,3,2,9,2.9,,16,10101,11/19/2012,12/13/2012,12/27/2012,38,20,6.3,8.5,29.8,47.3,13.5,28.5,27.6,666,8.3,10.4,8.52,0.62,0.26,0.04,0.18,Yes
209004603,4603,4608,3,2,9,3.1,,16,10101,11/19/2012,12/13/2012,12/27/2012,38,12.52,7.07,9.1,32.8,46.4,12.9,27.8,24.7,594,8.2,7.24,4.7,0.28,0.18,0.01,0.13,No
209004604,4604,4608,3,2,9,2.1,,12,10101,11/19/2012,12/13/2012,12/27/2012,38,20.01,6.14,7.7,28.4,46.2,12.6,27.2,27.1,835,8.4,10.33,8.42,0.68,0.46,0.02,0.1,Yes
209004701,4701,8008,3,2,9,3.3,,17,1602,11/20/2012,12/13/2012,12/27/2012,37,13.65,5.79,9.8,32.3,55.8,16.8,30.2,15.9,475,9.3,5.34,7.1,0.55,0.51,0.04,0.12,No
209004702,4702,8008,3,2,9,2.8,,16,1602,11/20/2012,12/13/2012,12/27/2012,37,16.07,6.85,9.5,32.9,48.1,13.8,28.8,19.5,633,9.4,5.51,9.38,0.5,0.55,0.02,0.1,No
209004703,4703,8008,3,2,9,2.3,,14,1602,11/20/2012,12/13/2012,12/27/2012,37,13.93,7.49,10.8,35.8,47.8,14.4,30.2,18.1,331,10.9,6.44,6.45,0.59,0.29,0.01,0.15,Yes
209004704,4704,8008,3,2,9,2.1,,13,1602,11/20/2012,12/13/2012,12/27/2012,37,10.74,6.33,9,30.8,48.6,14.2,29.2,20.7,588,9.3,4.23,5.61,0.42,0.38,0.02,0.1,No
209004705,4705,8008,3,2,9,2,,13,1602,11/20/2012,12/13/2012,12/27/2012,37,14.11,6.59,10.4,35.3,53.5,15.8,29.5,19.9,431,10,4.61,8.31,0.65,0.41,0.03,0.11,Yes
209004801,4801,5307,3,1,9,2.5,,13,10903,11/20/2012,12/13/2012,12/27/2012,37,16.86,6.37,9.5,33.7,52.8,14.9,28.2,22.7,708,8.3,8.7,7.33,0.47,0.3,0.03,0.03,No
209004802,4802,5307,3,1,9,2.1,,13,10903,11/20/2012,12/13/2012,12/27/2012,37,14.95,6.2,9.9,32.3,52.1,16,30.8,24.7,801,8.8,6.7,7.07,0.45,0.55,0.03,0.16,Yes
209004803,4803,5307,3,1,9,1.7,,11,10903,11/20/2012,12/13/2012,12/27/2012,37,11,5.87,9.5,31.5,53.6,16.2,30.3,24.2,821,8.4,5.71,4.47,0.5,0.26,0.01,0.07,No
209004901,4901,2305,3,1,9,4.2,,17,10501,11/20/2012,12/13/2012,12/27/2012,37,14.41,6.13,9.5,31.5,51.4,15.5,30.1,21.3,509,10.7,5.98,7.05,0.84,0.49,0.03,0.04,No
209004903,4903,2305,3,1,9,4,,15,10501,11/20/2012,12/13/2012,12/27/2012,37,15.88,6.57,11.4,37.7,57.4,17.4,30.3,19.3,982,10.7,6.27,8.48,0.49,0.51,0.03,0.08,Yes
209004905,4905,2305,3,1,9,4,,17,10501,11/20/2012,12/13/2012,12/27/2012,37,16.96,6.42,9.5,32.1,50,14.8,29.6,20.1,556,11.2,8.38,6.67,0.44,1.34,0.02,0.1,Yes
209005001,5001,6812,3,1,9,3.6,,14,10501,11/21/2012,12/13/2012,12/27/2012,36,16.62,6.52,9.7,33.6,51.6,14.8,28.8,27.6,617,10.5,7.61,7.11,0.58,1.15,0.02,0.13,Yes
209005002,5002,6812,3,1,9,2.9,,15,10501,11/21/2012,12/13/2012,12/27/2012,36,16.52,6.05,9.9,33.5,55.4,16.3,29.4,25,591,9.6,8.26,6.61,0.78,0.71,0.02,0.17,Yes
209005003,5003,6812,3,1,9,2.6,,13,10501,11/21/2012,12/13/2012,12/27/2012,36,14.02,6.62,10.1,35.1,53.1,15.3,28.8,23.9,962,9.9,7,5.92,0.59,0.46,0.03,0.03,Yes
209005101,5101,10605,3,2,9,3.7,,14,1602,11/24/2012,12/13/2012,1/2/2013,39,15.5,6.56,9.1,29.7,45.4,13.9,30.6,27.8,799,10.4,6,8.59,0.48,0.2,0.05,0.17,No
209005102,5102,10605,3,2,9,3.3,,11,1602,11/24/2012,12/13/2012,1/2/2013,39,13.98,6.37,9.7,33.6,52.8,15.3,28.9,23.6,446,9.1,2.66,10.23,0.66,0.17,0.04,0.22,No
209005201,5201,9708,3,2,9,4.3,,15,5501,11/25/2012,12/13/2012,1/2/2013,38,10.39,6.26,8.7,29.2,46.6,14,30,22.7,540,11.2,2.83,6.72,0.26,0.5,0.02,0.06,Yes
209005202,5202,9708,3,2,9,4.1,,16,5501,11/25/2012,12/13/2012,1/2/2013,38,7.82,5.48,6.8,23.6,43.1,12.5,29,24.9,769,10,2.15,5.14,0.24,0.13,0.03,0.12,Yes
209005203,5203,9708,3,2,9,3.9,,14,5501,11/25/2012,12/13/2012,1/2/2013,38,16.83,6.94,10.6,34.8,50,15.3,30.5,20.2,526,10.5,5.55,9.39,0.81,0.93,0.1,0.05,Yes
209005204,5204,9708,3,2,9,3.4,,14,5501,11/25/2012,12/13/2012,1/2/2013,38,16.21,5.4,9,26.8,49.6,16.6,33.5,24.6,612,10.8,4.99,9.95,0.91,0.24,0.06,0.06,Yes
209005302,5302,9009,3,1,9,3.6,,12,10903,11/25/2012,12/13/2012,1/2/2013,38,10.15,6.39,11,35.7,55.8,17.2,30.8,18.2,354,10.2,4.04,5.47,0.23,0.28,0.03,0.09,Yes
209005303,5303,9009,3,1,9,3.3,,12,10903,11/25/2012,12/13/2012,1/2/2013,38,14.37,5.87,10.4,34.9,59.4,17.8,29.9,21,536,10.1,6.71,6.88,0.19,0.42,0.03,0.14,Yes
209005305,5305,9009,3,1,9,3.5,,12,10903,11/25/2012,12/13/2012,1/2/2013,38,13.22,5.92,10.2,33.1,56,17.3,30.9,20.7,548,9.5,6.23,6.28,0.28,0.29,0.01,0.13,No
209005401,5401,5706,3,2,9,2.9,,18,5501,11/27/2012,12/27/2012,1/2/2013,36,23.38,7.41,10.6,37.6,50.8,14.3,28.2,26.7,594,9.5,17.96,4.56,0.23,0.44,0.02,0.19,Yes
209005402,5402,5706,3,2,9,2.6,,16,5501,11/27/2012,12/27/2012,1/2/2013,36,13.92,6.75,9.4,32.9,48.7,13.9,28.5,34.1,1202,11.2,2.55,10.58,0.56,0.18,0.03,0.03,Yes
209005403,5403,5706,3,2,9,2.4,,15,5501,11/27/2012,12/27/2012,1/2/2013,36,9.26,6.42,9.8,33.7,52.5,15.2,29,32.1,551,11.2,3.28,4.96,0.26,0.65,0.02,0.09,Yes
209005502,5502,6811,3,1,9,3,,15,5106,11/28/2012,12/27/2012,1/2/2013,35,13.65,6.78,9,31.2,46,13.3,29,28.7,608,10.7,8.63,4.35,0.31,0.29,0.01,0.07,No
209005503,5503,6811,3,1,9,2.4,,13,5106,11/28/2012,12/27/2012,1/2/2013,35,9.08,7.14,10.6,36.4,50.9,14.9,29.2,23.4,734,9.4,4.37,4.04,0.33,0.26,0.01,0.07,Yes
209005504,5504,6811,3,1,9,2.4,,13,5106,11/28/2012,12/27/2012,1/2/2013,35,11.57,7.11,10.4,35,49.3,14.6,29.6,31.5,341,7.9,4.37,6.1,0.49,0.58,0.02,0.01,Yes
209005601,5601,11108,3,2,9,3.4,,16,5501,11/29/2012,12/27/2012,1/9/2013,41,8.65,6.25,10.5,33.9,54.3,16.8,30.9,18.2,340,10.6,2.66,5.57,0.19,0.14,0.02,0.07,Yes
209005602,5602,11108,3,2,9,3.1,,13,5501,11/29/2012,12/27/2012,1/9/2013,41,11.51,6.35,8.4,35.9,56.6,13.3,23.4,17.2,166,12.3,3.71,7.12,0.37,0.22,0.03,0.06,Yes
209005701,5701,5009,3,1,9,2.9,,17,2301,11/29/2012,12/27/2012,1/9/2013,41,14.79,6.96,10.3,33.9,48.7,14.8,30.4,27.7,766,9.6,5.9,7.32,0.62,0.33,0.03,0.59,Yes
209005703,5703,5009,3,1,9,2.7,,20,2301,11/29/2012,12/27/2012,1/9/2013,41,13.93,7.54,10.6,37,49.2,14.1,28.7,25,547,10.5,4.61,8.34,0.52,0.22,0.03,0.22,Yes
209005704,5704,5009,3,1,9,2.4,,18,2301,11/29/2012,12/27/2012,1/9/2013,41,12.37,7.2,10,34.8,48.3,13.8,28.6,33.1,634,7.4,3.39,7.68,0.75,0.22,0.02,0.3,Yes
209005801,5801,2409,3,1,9,2.9,,18,2301,11/29/2012,12/27/2012,1/9/2013,41,17.12,8.63,12.7,46.3,53.7,14.8,27.5,29.1,443,7.8,7.24,8.85,0.45,0.24,0.07,0.27,Yes
209005802,5802,2409,3,1,9,2.7,,11,2301,11/29/2012,12/27/2012,1/9/2013,41,17.16,5.77,10.2,33.8,58.5,17.7,30.3,18.7,147,14.1,9.94,6.26,0.27,0.41,0.02,0.26,Yes
209005803,5803,2409,3,1,9,2.2,,13,2301,11/29/2012,12/27/2012,1/9/2013,41,13.93,6.82,9.9,35.1,51.5,14.5,28.2,30.7,458,10.6,4.75,8.34,0.26,0.28,0.04,0.26,Yes
209005804,5804,2409,3,1,9,2,,14,2301,11/29/2012,12/27/2012,1/9/2013,41,7.04,6.72,8.6,30.3,45.1,12.9,28.5,30.9,563,7.9,1.58,4.86,0.34,0.13,0.01,0.12,No
209005805,5805,2409,3,1,9,1.7,,12,2301,11/29/2012,12/27/2012,1/9/2013,41,11.85,6.58,10.6,36.6,55.7,16.1,28.9,25.3,329,11.9,5.4,5.52,0.26,0.44,0.02,0.2,No
209006002,6002,10808,3,1,9,2.9,,13,10903,11/30/2012,12/27/2012,1/9/2013,40,18.65,5.73,9.4,32.2,56.2,16.4,29.2,29.8,719,10.7,10.84,6.42,0.65,0.45,0.04,0.28,Yes
209006003,6003,10808,3,1,9,2.3,811,17,10903,11/30/2012,12/27/2012,1/9/2013,40,13.07,6.39,9.8,32.9,51.5,15.4,29.9,24.7,779,9.1,7.11,4.9,0.42,0.44,0.01,0.17,Yes
209006004,6004,10808,3,1,9,2.5,,14,10903,11/30/2012,12/27/2012,1/9/2013,40,15.08,6.25,10,33.3,53.2,16,30,29.2,861,9.4,6.74,7.03,0.74,0.33,0.03,0.21,No
209006101,6101,8109,3,2,9,4.5,,20,5203,12/2/2012,12/27/2012,1/9/2013,38,15.86,6.51,8.3,30.2,46.3,12.8,27.6,28.9,629,7.6,4,10.53,0.52,0.63,0.06,0.13,Yes
209006102,6102,8109,3,2,9,4.2,,15,5203,12/2/2012,12/27/2012,1/9/2013,38,12.96,6.15,10.4,36.5,59.4,16.9,28.4,19.1,622,9.9,4.47,7.56,0.4,0.34,0.05,0.14,No
209006103,6103,8109,3,2,9,4.2,,18,5203,12/2/2012,12/27/2012,1/9/2013,38,13.49,5.88,7.3,27.3,46.4,12.4,26.7,26.7,681,7.2,5.03,7.46,0.45,0.42,0.01,0.12,Yes
209006104,6104,8109,3,2,9,4.1,,18,5203,12/2/2012,12/27/2012,1/9/2013,38,14.48,6.29,7.5,27.1,43.2,12,27.8,27.4,970,6.9,5.36,7.65,0.8,0.38,0.04,0.28,Yes
209006201,6201,2809,3,2,9,3.1,,19,1602,12/2/2012,12/27/2012,1/9/2013,38,21.43,6.99,8.4,29.8,42.7,11.9,28,25.5,540,7.4,7.59,12.49,0.94,0.34,0.04,0.04,Yes
209006204,6204,2809,3,2,9,2.5,,13,1602,12/2/2012,12/27/2012,1/9/2013,38,20.14,6.16,10.1,32.8,53.3,16.3,30.7,18.8,431,13.1,9.67,8.72,1.15,0.48,0.06,0.04,Yes
209006205,6205,2809,3,2,9,2.3,,13,1602,12/2/2012,12/27/2012,1/9/2013,38,17.68,6.6,8.7,31,47,13.2,28.1,25,871,9.4,6.13,9.95,1.08,0.42,0.05,0.05,Yes
209006302,6302,809,3,1,9,2.4,,15,10903,12/3/2012,12/27/2012,1/9/2013,37,12.56,5.61,8,26.9,47.9,14.3,29.9,27.4,957,11.4,5.12,6.4,0.47,0.34,0.01,0.21,Yes
209006303,6303,809,3,1,9,2.2,,15,10903,12/3/2012,12/27/2012,1/9/2013,37,15.94,6.42,10.7,36.1,56.2,16.7,29.8,29.1,634,10.2,4.99,9.28,0.86,0.41,0.06,0.33,Yes
209006305,6305,809,3,1,9,2.2,,14,10903,12/3/2012,12/27/2012,1/9/2013,37,12.2,6.8,9.3,31,45.5,13.6,30,31.4,205,7.9,4.82,6.11,0.64,0.38,0.04,0.23,Yes
209006306,6306,809,3,1,9,2.5,,15,10903,12/3/2012,12/27/2012,1/9/2013,37,10.75,6.84,7.4,26.7,39,10.8,27.8,30.1,594,7.6,4.12,5.86,0.41,0.22,0.02,0.14,No
209006307,6307,809,3,1,9,2.3,,14,10903,12/3/2012,12/27/2012,1/9/2013,37,10.56,5.85,10.8,35.5,60.7,18.5,30.4,20.5,628,10.9,3.97,5.39,0.57,0.51,0.02,0.12,No
209006501,6501,9806,3,1,9,3.4,,19,10903,12/3/2012,12/27/2012,1/9/2013,37,16.53,6.9,9.9,33.9,49.2,14.4,29.2,28.3,777,9.3,6.26,9.11,0.63,0.45,0.03,0.05,Yes
209006502,6502,9806,3,1,9,2.9,,15,10903,12/3/2012,12/27/2012,1/9/2013,37,14.1,6.41,9.1,30.4,47.4,14.2,29.9,29.5,914,9.9,5.53,7.39,0.62,0.35,0.03,0.18,No
209006503,6503,9806,3,1,9,2.7,,17,10903,12/3/2012,12/27/2012,1/9/2013,37,21.03,7.17,9.8,34.2,47.6,13.6,28.6,29.9,487,7.8,8.41,10.73,0.97,0.67,0.04,0.23,Yes
